stem_id,line,species_id,site_code,liana,stem
289,7,5764,NDAKANNI,l,
290,7,5764,NDAKANNI,l,
291,7,5764,NDAKANNI,l,
292,7,5764,NDAKANNI,l,
293,7,5764,NDAKANNI,l,
294,7,5764,NDAKANNI,l,
295,1,5764,NDAKANNI,l,
296,1,5764,NDAKANNI,l,
297,1,5764,NDAKANNI,l,
298,1,5764,NDAKANNI,l,
299,1,5764,NDAKANNI,l,
300,1,5764,NDAKANNI,l,
301,1,5764,NDAKANNI,l,
302,1,5764,NDAKANNI,l,
303,1,5764,NDAKANNI,l,
304,2,5764,NDAKANNI,l,
305,2,5764,NDAKANNI,l,
306,2,5764,NDAKANNI,l,
307,3,5764,NDAKANNI,l,
308,4,5764,NDAKANNI,l,
309,5,5764,NDAKANNI,l,
310,5,6040,NDAKANNI,,
311,6,6040,NDAKANNI,,
312,7,6040,NDAKANNI,,
313,9,6040,NDAKANNI,,
314,3,6077,NDAKANNI,,
315,5,6100,NDAKANNI,,
316,5,6100,NDAKANNI,,
317,10,6129,NDAKANNI,,
318,10,6129,NDAKANNI,,
319,10,6135,NDAKANNI,,
320,4,6173,NDAKANNI,,
321,10,6175,NDAKANNI,,
322,6,6183,NDAKANNI,,
323,1,6190,NDAKANNI,,
324,6,6222,NDAKANNI,,
325,3,6276,NDAKANNI,l,
326,7,6276,NDAKANNI,l,
327,8,6276,NDAKANNI,l,
328,4,6277,NDAKANNI,l,
329,6,6277,NDAKANNI,l,
330,9,6278,NDAKANNI,l,
331,9,6278,NDAKANNI,l,
332,8,6430,NDAKANNI,,
333,5,6484,NDAKANNI,,
334,5,6484,NDAKANNI,,
335,5,6484,NDAKANNI,,
336,7,6565,NDAKANNI,,
337,5,7337,NDAKANNI,,
338,9,7340,NDAKANNI,,
339,2,7350,NDAKANNI,,
340,6,7354,NDAKANNI,,
341,7,7354,NDAKANNI,,
342,7,7354,NDAKANNI,,
343,4,7356,NDAKANNI,,
344,5,7356,NDAKANNI,,
345,6,7356,NDAKANNI,,
346,8,7357,NDAKANNI,,
347,8,7421,NDAKANNI,,
348,5,7429,NDAKANNI,,
349,5,7429,NDAKANNI,,
350,7,7429,NDAKANNI,,
351,7,7429,NDAKANNI,,
352,7,7429,NDAKANNI,,
353,8,7429,NDAKANNI,,
354,8,7429,NDAKANNI,,
355,8,7429,NDAKANNI,,
356,9,7429,NDAKANNI,,
357,10,7429,NDAKANNI,,
358,10,7429,NDAKANNI,,
359,10,7609,NDAKANNI,,
360,1,7814,NDAKANNI,,
361,1,7814,NDAKANNI,,
362,6,7899,NDAKANNI,,
363,2,7997,NDAKANNI,,
364,9,8137,NDAKANNI,,
365,10,8138,NDAKANNI,,
366,5,8203,NDAKANNI,,
367,6,8370,NDAKANNI,,
368,5,8581,NDAKANNI,,
369,8,8582,NDAKANNI,,
370,10,8878,NDAKANNI,,
371,8,8926,NDAKANNI,,
372,7,9049,NDAKANNI,,
373,7,9195,NDAKANNI,,
374,2,9217,NDAKANNI,,
375,7,9217,NDAKANNI,,
376,1,9242,NDAKANNI,,
377,10,9242,NDAKANNI,,
378,5,9392,NDAKANNI,,
379,2,9408,NDAKANNI,,
380,6,9408,NDAKANNI,,
381,7,9408,NDAKANNI,,
382,7,9408,NDAKANNI,,
383,7,9408,NDAKANNI,,
384,8,9408,NDAKANNI,,
385,3,9461,NDAKANNI,,
386,1,9676,NDAKANNI,,
387,1,9676,NDAKANNI,,
388,1,9676,NDAKANNI,,
389,1,9676,NDAKANNI,,
390,1,9676,NDAKANNI,,
391,1,9676,NDAKANNI,,
392,1,9676,NDAKANNI,,
393,1,9676,NDAKANNI,,
394,2,9676,NDAKANNI,,
395,2,9676,NDAKANNI,,
396,2,9676,NDAKANNI,,
397,2,9676,NDAKANNI,,
398,2,9676,NDAKANNI,,
399,2,9676,NDAKANNI,,
400,2,9676,NDAKANNI,,
401,2,9676,NDAKANNI,,
402,3,9676,NDAKANNI,,
403,3,9676,NDAKANNI,,
404,3,9676,NDAKANNI,,
405,3,9676,NDAKANNI,,
406,4,9676,NDAKANNI,,
407,4,9676,NDAKANNI,,
408,4,9676,NDAKANNI,,
409,5,9676,NDAKANNI,,
410,5,9676,NDAKANNI,,
411,5,9676,NDAKANNI,,
412,6,9676,NDAKANNI,,
413,7,9676,NDAKANNI,,
414,7,9676,NDAKANNI,,
415,9,9676,NDAKANNI,,
416,2,9705,NDAKANNI,l,
417,9,9705,NDAKANNI,l,
418,2,123,BANYONG,,
419,4,139,BANYONG,,
420,4,139,BANYONG,,
421,8,139,BANYONG,,
422,8,139,BANYONG,,
423,8,139,BANYONG,,
424,5,141,BANYONG,,
425,5,141,BANYONG,,
426,6,141,BANYONG,,
427,3,165,BANYONG,,
428,10,165,BANYONG,,
429,3,209,BANYONG,,
430,3,209,BANYONG,,
431,3,209,BANYONG,,
432,7,209,BANYONG,,
433,9,209,BANYONG,,
434,4,270,BANYONG,,
435,5,270,BANYONG,,
436,7,270,BANYONG,,
437,8,270,BANYONG,,
438,7,319,BANYONG,l,
439,1,374,BANYONG,,
440,1,374,BANYONG,,
441,5,374,BANYONG,,
442,5,374,BANYONG,,
443,6,374,BANYONG,,
444,7,374,BANYONG,,
445,7,374,BANYONG,,
446,2,442,BANYONG,,
447,4,442,BANYONG,,
448,6,442,BANYONG,,
449,3,443,BANYONG,,
450,4,443,BANYONG,,
451,2,454,BANYONG,,
452,8,460,BANYONG,,
453,8,565,BANYONG,,
454,1,585,BANYONG,l,
455,1,585,BANYONG,l,
456,2,586,BANYONG,l,
457,2,586,BANYONG,l,
458,3,586,BANYONG,l,
459,6,586,BANYONG,l,
460,6,586,BANYONG,l,
461,7,586,BANYONG,l,
462,3,587,BANYONG,l,
463,6,587,BANYONG,l,
464,6,587,BANYONG,l,
465,3,588,BANYONG,l,
466,7,589,BANYONG,l,
467,7,590,BANYONG,l,
468,1,598,BANYONG,l,
469,1,598,BANYONG,l,
470,4,599,BANYONG,l,
471,4,599,BANYONG,l,
472,4,599,BANYONG,l,
473,7,599,BANYONG,l,
474,5,600,BANYONG,l,
475,4,601,BANYONG,l,
476,7,601,BANYONG,l,
477,9,602,BANYONG,l,
478,9,603,BANYONG,l,
479,9,603,BANYONG,l,
480,10,604,BANYONG,l,
481,1,690,BANYONG,,
482,3,690,BANYONG,,
483,3,690,BANYONG,,
484,6,691,BANYONG,,
485,6,691,BANYONG,,
486,1,698,BANYONG,,
487,2,698,BANYONG,,
488,2,698,BANYONG,,
489,3,698,BANYONG,,
490,5,974,BANYONG,l,
491,10,1833,BANYONG,,
492,10,1833,BANYONG,,
493,4,1839,BANYONG,,
494,8,1839,BANYONG,,
495,8,1839,BANYONG,,
496,6,1960,BANYONG,,
497,6,1960,BANYONG,,
498,1,2199,BANYONG,,
499,2,2249,BANYONG,l,
500,2,2249,BANYONG,l,
501,3,2249,BANYONG,l,
502,3,2249,BANYONG,l,
503,3,2250,BANYONG,l,
504,4,2251,BANYONG,l,
505,4,2252,BANYONG,l,
506,7,2253,BANYONG,l,
507,8,2254,BANYONG,l,
508,9,2304,BANYONG,l,
509,5,2459,BANYONG,,
510,5,2462,BANYONG,,
511,2,2573,BANYONG,,
512,6,2580,BANYONG,,
513,2,2587,BANYONG,,
514,5,2587,BANYONG,,
515,7,2587,BANYONG,,
516,7,2587,BANYONG,,
517,5,2611,BANYONG,,
518,8,2611,BANYONG,,
519,6,2638,BANYONG,,
520,9,2638,BANYONG,,
521,7,2710,BANYONG,,
522,2,2764,BANYONG,l,
523,7,2765,BANYONG,l,
524,8,2766,BANYONG,l,
525,1,3021,BANYONG,l,
526,1,3021,BANYONG,l,
527,1,3022,BANYONG,l,
528,3,3023,BANYONG,l,
529,5,3024,BANYONG,l,
530,5,3024,BANYONG,l,
531,3,3028,BANYONG,l,
532,3,3028,BANYONG,l,
533,3,3028,BANYONG,l,
534,9,3044,BANYONG,,
535,3,3049,BANYONG,,
536,4,3049,BANYONG,,
537,5,3049,BANYONG,,
538,5,3049,BANYONG,,
539,6,3049,BANYONG,,
540,9,3160,BANYONG,,
541,10,3160,BANYONG,,
542,3,3172,BANYONG,,
543,1,3185,BANYONG,,
544,1,3189,BANYONG,,
545,1,3212,BANYONG,,
546,1,3212,BANYONG,,
547,4,3423,BANYONG,,
548,5,3423,BANYONG,,
549,1,3555,BANYONG,,
550,2,3555,BANYONG,,
551,3,3555,BANYONG,,
552,9,3555,BANYONG,,
553,9,3555,BANYONG,,
554,4,3574,BANYONG,,
555,1,3583,BANYONG,,
556,2,3583,BANYONG,,
557,2,3583,BANYONG,,
558,2,3583,BANYONG,,
559,3,3583,BANYONG,,
560,3,3583,BANYONG,,
561,1,3584,BANYONG,,
562,2,3584,BANYONG,,
563,2,3584,BANYONG,,
564,4,3584,BANYONG,,
565,4,3584,BANYONG,,
566,5,3585,BANYONG,,
567,9,3586,BANYONG,,
568,10,3589,BANYONG,,
569,4,3593,BANYONG,,
570,5,3593,BANYONG,,
571,5,3593,BANYONG,,
572,8,3569,BANYONG,,
573,2,3656,BANYONG,,
574,3,3656,BANYONG,,
575,4,3689,BANYONG,,
576,5,3689,BANYONG,,
577,5,3689,BANYONG,,
578,10,3690,BANYONG,,
579,9,3758,BANYONG,,
580,7,3818,BANYONG,,
581,7,3818,BANYONG,,
582,8,3819,BANYONG,,
583,2,3869,BANYONG,l,
584,2,3869,BANYONG,l,
585,3,3869,BANYONG,l,
586,3,3869,BANYONG,l,
587,3,3869,BANYONG,l,
588,3,3869,BANYONG,l,
589,3,3869,BANYONG,l,
590,9,3869,BANYONG,l,
591,9,3869,BANYONG,l,
592,1,3883,BANYONG,,
593,1,3911,BANYONG,,
594,1,3911,BANYONG,,
595,3,3911,BANYONG,,
596,4,3911,BANYONG,,
597,4,3911,BANYONG,,
598,4,3911,BANYONG,,
599,4,3911,BANYONG,,
600,5,3911,BANYONG,,
601,5,3911,BANYONG,,
602,5,3911,BANYONG,,
603,5,3911,BANYONG,,
604,5,3911,BANYONG,,
605,6,3911,BANYONG,,
606,6,3911,BANYONG,,
607,6,3911,BANYONG,,
608,6,3911,BANYONG,,
609,7,3911,BANYONG,,
610,7,3911,BANYONG,,
611,8,3911,BANYONG,,
612,8,3911,BANYONG,,
613,10,3911,BANYONG,,
614,10,3911,BANYONG,,
615,10,3911,BANYONG,,
616,5,3914,BANYONG,,
617,6,3914,BANYONG,,
618,6,3968,BANYONG,,
619,6,3980,BANYONG,,
620,6,3980,BANYONG,,
621,6,3980,BANYONG,,
622,3,4074,BANYONG,,
623,1,4116,BANYONG,l,
624,10,4151,BANYONG,,
625,10,4151,BANYONG,,
626,10,4151,BANYONG,,
627,2,4163,BANYONG,,
628,8,4163,BANYONG,,
629,1,4322,BANYONG,,
630,3,4323,BANYONG,,
631,4,4324,BANYONG,l,
632,4,4324,BANYONG,l,
633,5,4324,BANYONG,l,
634,7,4324,BANYONG,l,
635,8,4324,BANYONG,l,
636,7,4326,BANYONG,l,
637,9,4327,BANYONG,l,
638,9,4445,BANYONG,l,
639,9,4467,BANYONG,,
640,3,4767,BANYONG,,
641,9,4814,BANYONG,,
642,1,4834,BANYONG,,
643,7,4860,BANYONG,,
644,9,4926,BANYONG,l,
645,6,4937,BANYONG,,
646,1,4987,BANYONG,,
647,4,4987,BANYONG,,
648,9,5001,BANYONG,,
649,2,5002,BANYONG,,
650,2,5002,BANYONG,,
651,4,5002,BANYONG,,
652,7,5002,BANYONG,,
653,10,5009,BANYONG,,
654,4,5010,BANYONG,,
655,5,5029,BANYONG,l,
656,5,5030,BANYONG,l,
657,4,5031,BANYONG,l,
658,10,5051,BANYONG,,
659,5,5154,BANYONG,,
660,5,5542,BANYONG,,
661,6,5542,BANYONG,,
662,7,5542,BANYONG,,
663,7,5542,BANYONG,,
664,5,5563,BANYONG,,
665,8,5563,BANYONG,,
666,7,5565,BANYONG,l,
667,5,5626,BANYONG,l,
668,7,5627,BANYONG,l,
669,8,5628,BANYONG,l,
670,8,5628,BANYONG,l,
671,7,5771,BANYONG,l,
672,2,5864,BANYONG,,
673,2,5864,BANYONG,,
674,3,5864,BANYONG,,
675,4,5864,BANYONG,,
676,4,5864,BANYONG,,
677,10,5864,BANYONG,,
678,6,6040,BANYONG,,
679,2,6076,BANYONG,,
680,3,6102,BANYONG,,
681,3,6102,BANYONG,,
682,6,6102,BANYONG,,
683,7,6102,BANYONG,,
684,7,6102,BANYONG,,
685,8,6102,BANYONG,,
686,4,6173,BANYONG,,
687,5,6173,BANYONG,,
688,5,6173,BANYONG,,
689,7,6173,BANYONG,,
690,7,6173,BANYONG,,
691,8,6173,BANYONG,,
692,3,6276,BANYONG,l,
693,9,6284,BANYONG,,
694,2,6285,BANYONG,,
695,2,6285,BANYONG,,
696,2,6285,BANYONG,,
697,3,6285,BANYONG,,
698,3,6285,BANYONG,,
699,3,6285,BANYONG,,
700,3,6285,BANYONG,,
701,8,6430,BANYONG,,
702,1,6546,BANYONG,,
703,1,6546,BANYONG,,
704,3,6546,BANYONG,,
705,5,6546,BANYONG,,
706,5,6546,BANYONG,,
707,4,6815,BANYONG,,
708,4,6815,BANYONG,,
709,8,6815,BANYONG,,
710,9,6815,BANYONG,,
711,9,6815,BANYONG,,
712,9,6820,BANYONG,,
713,9,6820,BANYONG,,
714,4,7226,BANYONG,,
715,7,7308,BANYONG,,
716,8,7309,BANYONG,,
717,6,7324,BANYONG,,
718,6,7324,BANYONG,,
719,7,7324,BANYONG,,
720,8,7324,BANYONG,,
721,9,7324,BANYONG,,
722,4,7325,BANYONG,,
723,3,7352,BANYONG,,
724,5,7352,BANYONG,,
725,5,7352,BANYONG,,
726,2,7354,BANYONG,,
727,4,7354,BANYONG,,
728,4,7354,BANYONG,,
729,7,7354,BANYONG,,
730,1,7355,BANYONG,,
731,1,7355,BANYONG,,
732,3,7355,BANYONG,,
733,3,7355,BANYONG,,
734,3,7355,BANYONG,,
735,6,7355,BANYONG,,
736,8,7355,BANYONG,,
737,7,7356,BANYONG,,
738,8,7356,BANYONG,,
739,1,7427,BANYONG,,
740,1,7427,BANYONG,,
741,10,7427,BANYONG,,
742,9,7428,BANYONG,,
743,9,7428,BANYONG,,
744,2,7430,BANYONG,,
745,6,7430,BANYONG,,
746,9,7610,BANYONG,,
747,10,7610,BANYONG,,
748,3,8117,BANYONG,,
749,6,8117,BANYONG,,
750,7,8137,BANYONG,,
751,2,8154,BANYONG,,
752,2,8154,BANYONG,,
753,4,8154,BANYONG,,
754,4,8154,BANYONG,,
755,4,8154,BANYONG,,
756,5,8154,BANYONG,,
757,6,8175,BANYONG,,
758,6,8175,BANYONG,,
759,3,8204,BANYONG,,
760,4,8204,BANYONG,,
761,8,8204,BANYONG,,
762,4,8326,BANYONG,,
763,4,8573,BANYONG,,
764,9,8581,BANYONG,,
765,10,8582,BANYONG,,
766,10,8582,BANYONG,,
767,2,8583,BANYONG,,
768,4,8583,BANYONG,,
769,5,8583,BANYONG,,
770,6,8583,BANYONG,,
771,7,8583,BANYONG,,
772,7,8583,BANYONG,,
773,5,8584,BANYONG,,
774,3,8609,BANYONG,,
775,7,8636,BANYONG,,
776,3,8742,BANYONG,,
777,3,8742,BANYONG,,
778,3,8742,BANYONG,,
779,4,8742,BANYONG,,
780,4,8742,BANYONG,,
781,4,8742,BANYONG,,
782,4,8742,BANYONG,,
783,6,8825,BANYONG,,
784,9,8866,BANYONG,,
785,10,8867,BANYONG,,
786,10,8867,BANYONG,,
787,10,8867,BANYONG,,
788,5,8868,BANYONG,,
789,5,8868,BANYONG,,
790,7,8868,BANYONG,,
791,3,8872,BANYONG,,
792,3,8872,BANYONG,,
793,4,8872,BANYONG,,
794,4,8872,BANYONG,,
795,8,8872,BANYONG,,
796,8,8872,BANYONG,,
797,2,8925,BANYONG,,
798,8,9044,BANYONG,,
799,3,9045,BANYONG,,
800,6,9045,BANYONG,,
801,10,9047,BANYONG,,
802,10,9047,BANYONG,,
803,3,9050,BANYONG,,
804,7,9051,BANYONG,,
805,6,9054,BANYONG,,
806,10,9182,BANYONG,,
807,10,9182,BANYONG,,
808,10,9182,BANYONG,,
809,10,9182,BANYONG,,
810,10,9182,BANYONG,,
811,10,9182,BANYONG,,
812,10,9182,BANYONG,,
813,10,9182,BANYONG,,
814,10,9182,BANYONG,,
815,9,9183,BANYONG,,
816,9,9183,BANYONG,,
817,5,9184,BANYONG,,
818,5,9184,BANYONG,,
819,5,9186,BANYONG,,
820,10,9186,BANYONG,,
821,10,9186,BANYONG,,
822,9,9187,BANYONG,,
823,3,9193,BANYONG,,
824,3,9193,BANYONG,,
825,4,9193,BANYONG,,
826,4,9193,BANYONG,,
827,4,9193,BANYONG,,
828,7,9193,BANYONG,,
829,3,9195,BANYONG,,
830,3,9195,BANYONG,,
831,4,9195,BANYONG,,
832,4,9195,BANYONG,,
833,3,9196,BANYONG,,
834,5,9196,BANYONG,,
835,5,9196,BANYONG,,
836,7,9196,BANYONG,,
837,8,9196,BANYONG,,
838,4,9197,BANYONG,,
839,6,9198,BANYONG,,
840,5,9199,BANYONG,,
841,5,9199,BANYONG,,
842,5,9199,BANYONG,,
843,8,9199,BANYONG,,
844,9,9200,BANYONG,,
845,10,9200,BANYONG,,
846,1,9206,BANYONG,,
847,4,9206,BANYONG,,
848,4,9206,BANYONG,,
849,7,9206,BANYONG,,
850,8,9206,BANYONG,,
851,8,9206,BANYONG,,
852,8,9206,BANYONG,,
853,10,9207,BANYONG,,
854,6,9236,BANYONG,,
855,2,9249,BANYONG,,
856,3,9273,BANYONG,,
857,3,9284,BANYONG,,
858,2,9402,BANYONG,,
859,3,9402,BANYONG,,
860,4,9402,BANYONG,,
861,10,9402,BANYONG,,
862,7,9403,BANYONG,,
863,2,9613,BANYONG,,
864,1,9676,BANYONG,,
865,1,9676,BANYONG,,
866,2,9676,BANYONG,,
867,2,9676,BANYONG,,
868,2,9676,BANYONG,,
869,2,9676,BANYONG,,
870,3,9676,BANYONG,,
871,4,9676,BANYONG,,
872,5,9676,BANYONG,,
873,5,9676,BANYONG,,
874,5,9676,BANYONG,,
875,5,9676,BANYONG,,
