stem_id,line,species_id,site_code,liana,stem
22308,5,2057,CURUYUQR,,
22309,5,2057,CURUYUQR,,
22310,5,2057,CURUYUQR,,
22311,6,2057,CURUYUQR,,
22312,6,2057,CURUYUQR,,
22313,6,2057,CURUYUQR,,
22314,7,2057,CURUYUQR,,
22315,7,2057,CURUYUQR,,
22316,7,2057,CURUYUQR,,
22317,9,2057,CURUYUQR,,
22318,9,2057,CURUYUQR,,
22319,2,2059,CURUYUQR,,
22320,4,2240,CURUYUQR,,
22321,4,2240,CURUYUQR,,
22322,4,2240,CURUYUQR,,
22323,4,2240,CURUYUQR,,
22324,5,2240,CURUYUQR,,
22325,7,2240,CURUYUQR,,
22326,9,2240,CURUYUQR,,
22327,9,2240,CURUYUQR,,
22328,2,3716,CURUYUQR,,
22329,1,3833,CURUYUQR,,
22330,1,3833,CURUYUQR,,
22331,1,3833,CURUYUQR,,
22332,1,3833,CURUYUQR,,
22333,1,3833,CURUYUQR,,
22334,1,3833,CURUYUQR,,
22335,1,3833,CURUYUQR,,
22336,3,3833,CURUYUQR,,
22337,3,3833,CURUYUQR,,
22338,3,3833,CURUYUQR,,
22339,3,3833,CURUYUQR,,
22340,3,3833,CURUYUQR,,
22341,3,3833,CURUYUQR,,
22342,3,3833,CURUYUQR,,
22343,3,3833,CURUYUQR,,
22344,3,3833,CURUYUQR,,
22345,3,3833,CURUYUQR,,
22346,3,3833,CURUYUQR,,
22347,5,3833,CURUYUQR,,
22348,5,3833,CURUYUQR,,
22349,5,3833,CURUYUQR,,
22350,5,3833,CURUYUQR,,
22351,5,3833,CURUYUQR,,
22352,5,3833,CURUYUQR,,
22353,6,3833,CURUYUQR,,
22354,6,3833,CURUYUQR,,
22355,6,3833,CURUYUQR,,
22356,7,3833,CURUYUQR,,
22357,7,3833,CURUYUQR,,
22358,7,3833,CURUYUQR,,
22359,7,3833,CURUYUQR,,
22360,7,3833,CURUYUQR,,
22361,8,3833,CURUYUQR,,
22362,4,3834,CURUYUQR,,
22363,4,3834,CURUYUQR,,
22364,4,3834,CURUYUQR,,
22365,6,3842,CURUYUQR,,
22366,7,3842,CURUYUQR,,
22367,7,3842,CURUYUQR,,
22368,8,3842,CURUYUQR,,
22369,10,3842,CURUYUQR,,
22370,10,3842,CURUYUQR,,
22371,10,3842,CURUYUQR,,
22372,10,3842,CURUYUQR,,
22373,10,3842,CURUYUQR,,
22374,6,3969,CURUYUQR,,
22375,8,3969,CURUYUQR,,
22376,1,4148,CURUYUQR,,
22377,4,4148,CURUYUQR,,
22378,4,4148,CURUYUQR,,
22379,4,4148,CURUYUQR,,
22380,4,4148,CURUYUQR,,
22381,4,4148,CURUYUQR,,
22382,4,4148,CURUYUQR,,
22383,4,4148,CURUYUQR,,
22384,4,4148,CURUYUQR,,
22385,2,4172,CURUYUQR,,
22386,2,4172,CURUYUQR,,
22387,2,4172,CURUYUQR,,
22388,5,4173,CURUYUQR,,
22389,5,4173,CURUYUQR,,
22390,5,4173,CURUYUQR,,
22391,1,4316,CURUYUQR,,
22392,1,4316,CURUYUQR,,
22393,4,4316,CURUYUQR,,
22394,4,4316,CURUYUQR,,
22395,5,4316,CURUYUQR,,
22396,5,4316,CURUYUQR,,
22397,2,4485,CURUYUQR,,
22398,1,4515,CURUYUQR,,
22399,4,4515,CURUYUQR,,
22400,4,4821,CURUYUQR,,
22401,1,4869,CURUYUQR,,
22402,10,5676,CURUYUQR,,
22403,10,5676,CURUYUQR,,
22404,1,5698,CURUYUQR,,
22405,3,5724,CURUYUQR,,
22406,3,5724,CURUYUQR,,
22407,8,5724,CURUYUQR,,
22408,8,5724,CURUYUQR,,
22409,1,7236,CURUYUQR,,
22410,5,7236,CURUYUQR,,
22411,5,7236,CURUYUQR,,
22412,5,7236,CURUYUQR,,
22413,5,7236,CURUYUQR,,
22414,6,7236,CURUYUQR,,
22415,8,7236,CURUYUQR,,
22416,8,7236,CURUYUQR,,
22417,8,7236,CURUYUQR,,
22418,10,7236,CURUYUQR,,
22419,10,7236,CURUYUQR,,
22420,1,7261,CURUYUQR,,
22421,2,7261,CURUYUQR,,
22422,2,7261,CURUYUQR,,
22423,4,7262,CURUYUQR,,
22424,9,7263,CURUYUQR,,
22425,3,7283,CURUYUQR,,
22426,3,7283,CURUYUQR,,
22427,3,7283,CURUYUQR,,
22428,9,7361,CURUYUQR,,
22429,1,7416,CURUYUQR,,
22430,1,7416,CURUYUQR,,
22431,1,7480,CURUYUQR,,
22432,1,7480,CURUYUQR,,
22433,1,7480,CURUYUQR,,
22434,1,7480,CURUYUQR,,
22435,1,7480,CURUYUQR,,
22436,1,7480,CURUYUQR,,
22437,2,7480,CURUYUQR,,
22438,2,7480,CURUYUQR,,
22439,2,7480,CURUYUQR,,
22440,2,7480,CURUYUQR,,
22441,2,7480,CURUYUQR,,
22442,2,7480,CURUYUQR,,
22443,2,7480,CURUYUQR,,
22444,2,7480,CURUYUQR,,
22445,2,7480,CURUYUQR,,
22446,2,7480,CURUYUQR,,
22447,2,7480,CURUYUQR,,
22448,2,7480,CURUYUQR,,
22449,2,7480,CURUYUQR,,
22450,2,7480,CURUYUQR,,
22451,2,7480,CURUYUQR,,
22452,2,7480,CURUYUQR,,
22453,3,7480,CURUYUQR,,
22454,3,7480,CURUYUQR,,
22455,3,7480,CURUYUQR,,
22456,3,7480,CURUYUQR,,
22457,3,7480,CURUYUQR,,
22458,3,7480,CURUYUQR,,
22459,3,7480,CURUYUQR,,
22460,3,7480,CURUYUQR,,
22461,3,7480,CURUYUQR,,
22462,3,7480,CURUYUQR,,
22463,3,7480,CURUYUQR,,
22464,3,7480,CURUYUQR,,
22465,3,7480,CURUYUQR,,
22466,3,7480,CURUYUQR,,
22467,3,7480,CURUYUQR,,
22468,3,7480,CURUYUQR,,
22469,3,7480,CURUYUQR,,
22470,3,7480,CURUYUQR,,
22471,5,7480,CURUYUQR,,
22472,5,7480,CURUYUQR,,
22473,5,7480,CURUYUQR,,
22474,5,7480,CURUYUQR,,
22475,5,7480,CURUYUQR,,
22476,5,7480,CURUYUQR,,
22477,5,7480,CURUYUQR,,
22478,5,7480,CURUYUQR,,
22479,5,7480,CURUYUQR,,
22480,5,7480,CURUYUQR,,
22481,5,7480,CURUYUQR,,
22482,6,7480,CURUYUQR,,
22483,6,7480,CURUYUQR,,
22484,6,7480,CURUYUQR,,
22485,7,7480,CURUYUQR,,
22486,7,7480,CURUYUQR,,
22487,8,7480,CURUYUQR,,
22488,8,7480,CURUYUQR,,
22489,8,7480,CURUYUQR,,
22490,8,7480,CURUYUQR,,
22491,8,7480,CURUYUQR,,
22492,8,7480,CURUYUQR,,
22493,8,7480,CURUYUQR,,
22494,8,7480,CURUYUQR,,
22495,8,7480,CURUYUQR,,
22496,8,7480,CURUYUQR,,
22497,8,7480,CURUYUQR,,
22498,8,7480,CURUYUQR,,
22499,9,7480,CURUYUQR,,
22500,9,7480,CURUYUQR,,
22501,9,7489,CURUYUQR,,
22502,1,7654,CURUYUQR,,
22503,1,7654,CURUYUQR,,
22504,2,7654,CURUYUQR,,
22505,2,7654,CURUYUQR,,
22506,5,7654,CURUYUQR,,
22507,5,7654,CURUYUQR,,
22508,5,7654,CURUYUQR,,
22509,1,7655,CURUYUQR,,
22510,1,7655,CURUYUQR,,
22511,1,7655,CURUYUQR,,
22512,1,7655,CURUYUQR,,
22513,1,7655,CURUYUQR,,
22514,1,7655,CURUYUQR,,
22515,1,7655,CURUYUQR,,
22516,1,7655,CURUYUQR,,
22517,1,7655,CURUYUQR,,
22518,1,7655,CURUYUQR,,
22519,1,7655,CURUYUQR,,
22520,2,7655,CURUYUQR,,
22521,2,7655,CURUYUQR,,
22522,2,7655,CURUYUQR,,
22523,2,7655,CURUYUQR,,
22524,2,7655,CURUYUQR,,
22525,2,7655,CURUYUQR,,
22526,2,7655,CURUYUQR,,
22527,2,7655,CURUYUQR,,
22528,2,7655,CURUYUQR,,
22529,2,7655,CURUYUQR,,
22530,3,7655,CURUYUQR,,
22531,3,7655,CURUYUQR,,
22532,3,7655,CURUYUQR,,
22533,3,7655,CURUYUQR,,
22534,3,7655,CURUYUQR,,
22535,4,7655,CURUYUQR,,
22536,4,7655,CURUYUQR,,
22537,4,7655,CURUYUQR,,
22538,4,7655,CURUYUQR,,
22539,4,7655,CURUYUQR,,
22540,4,7655,CURUYUQR,,
22541,4,7655,CURUYUQR,,
22542,4,7655,CURUYUQR,,
22543,4,7655,CURUYUQR,,
22544,5,7655,CURUYUQR,,
22545,6,7655,CURUYUQR,,
22546,6,7655,CURUYUQR,,
22547,7,7655,CURUYUQR,,
22548,7,7655,CURUYUQR,,
22549,3,7681,CURUYUQR,,
22550,3,7681,CURUYUQR,,
22551,3,7681,CURUYUQR,,
22552,3,7681,CURUYUQR,,
22553,3,7681,CURUYUQR,,
22554,6,7681,CURUYUQR,,
22555,6,7681,CURUYUQR,,
22556,6,7681,CURUYUQR,,
22557,6,7681,CURUYUQR,,
22558,6,7681,CURUYUQR,,
22559,6,7681,CURUYUQR,,
22560,6,7681,CURUYUQR,,
22561,6,7681,CURUYUQR,,
22562,6,7681,CURUYUQR,,
22563,6,7681,CURUYUQR,,
22564,6,7681,CURUYUQR,,
22565,6,7681,CURUYUQR,,
22566,6,7681,CURUYUQR,,
22567,6,7681,CURUYUQR,,
22568,6,7681,CURUYUQR,,
22569,7,7681,CURUYUQR,,
22570,7,7681,CURUYUQR,,
22571,7,7681,CURUYUQR,,
22572,7,7681,CURUYUQR,,
22573,7,7681,CURUYUQR,,
22574,7,7681,CURUYUQR,,
22575,7,7681,CURUYUQR,,
22576,7,7681,CURUYUQR,,
22577,7,7681,CURUYUQR,,
22578,7,7681,CURUYUQR,,
22579,7,7681,CURUYUQR,,
22580,9,7681,CURUYUQR,,
22581,9,7681,CURUYUQR,,
22582,9,7681,CURUYUQR,,
22583,9,7681,CURUYUQR,,
22584,9,7681,CURUYUQR,,
22585,9,7681,CURUYUQR,,
22586,9,7681,CURUYUQR,,
22587,9,7681,CURUYUQR,,
22588,9,7681,CURUYUQR,,
22589,9,7681,CURUYUQR,,
22590,9,7681,CURUYUQR,,
22591,9,7681,CURUYUQR,,
22592,9,7681,CURUYUQR,,
22593,10,7681,CURUYUQR,,
22594,10,7681,CURUYUQR,,
22595,10,7681,CURUYUQR,,
22596,10,7681,CURUYUQR,,
22597,10,7681,CURUYUQR,,
22598,10,7681,CURUYUQR,,
22599,10,7681,CURUYUQR,,
22600,10,7681,CURUYUQR,,
22601,10,7681,CURUYUQR,,
22602,10,7681,CURUYUQR,,
22603,10,7681,CURUYUQR,,
22604,10,7681,CURUYUQR,,
22605,10,7681,CURUYUQR,,
22606,10,7681,CURUYUQR,,
22607,10,7681,CURUYUQR,,
22608,10,7681,CURUYUQR,,
22609,10,7681,CURUYUQR,,
22610,10,7681,CURUYUQR,,
22611,10,7681,CURUYUQR,,
22612,10,7681,CURUYUQR,,
22613,10,7681,CURUYUQR,,
22614,10,7681,CURUYUQR,,
22615,4,7793,CURUYUQR,,
22616,4,7793,CURUYUQR,,
22617,4,7793,CURUYUQR,,
22618,4,7793,CURUYUQR,,
22619,4,7793,CURUYUQR,,
22620,8,7793,CURUYUQR,,
22621,9,7793,CURUYUQR,,
22622,2,7794,CURUYUQR,,
22623,2,7794,CURUYUQR,,
22624,2,7794,CURUYUQR,,
22625,2,7794,CURUYUQR,,
22626,2,7794,CURUYUQR,,
22627,2,7794,CURUYUQR,,
22628,2,7794,CURUYUQR,,
22629,2,7794,CURUYUQR,,
22630,3,7794,CURUYUQR,,
22631,10,7794,CURUYUQR,,
22632,8,7923,CURUYUQR,,
22633,8,7960,CURUYUQR,,
22634,2,7965,CURUYUQR,,
22635,4,7965,CURUYUQR,,
22636,4,7965,CURUYUQR,,
22637,4,7965,CURUYUQR,,
22638,4,7965,CURUYUQR,,
22639,8,7965,CURUYUQR,,
22640,2,8310,CURUYUQR,,
22641,4,8310,CURUYUQR,,
22642,1,8619,CURUYUQR,,
22643,3,8619,CURUYUQR,,
22644,7,8619,CURUYUQR,,
22645,8,8619,CURUYUQR,,
22646,8,8619,CURUYUQR,,
22647,9,8619,CURUYUQR,,
22648,1,8764,CURUYUQR,,
22649,1,8764,CURUYUQR,,
22650,1,8764,CURUYUQR,,
22651,1,8764,CURUYUQR,,
22652,2,8764,CURUYUQR,,
22653,3,8764,CURUYUQR,,
22654,3,8764,CURUYUQR,,
22655,3,8764,CURUYUQR,,
22656,3,8764,CURUYUQR,,
22657,3,8764,CURUYUQR,,
22658,3,8764,CURUYUQR,,
22659,3,8764,CURUYUQR,,
22660,3,8764,CURUYUQR,,
22661,3,8764,CURUYUQR,,
22662,3,8764,CURUYUQR,,
22663,5,8764,CURUYUQR,,
22664,5,8764,CURUYUQR,,
22665,5,8764,CURUYUQR,,
22666,6,8764,CURUYUQR,,
22667,9,8764,CURUYUQR,,
22668,9,8764,CURUYUQR,,
22669,7,9036,CURUYUQR,,
22670,9,9036,CURUYUQR,,
22671,9,9036,CURUYUQR,,
22672,3,9460,CURUYUQR,,
22673,3,9460,CURUYUQR,,
22674,3,9460,CURUYUQR,,
22675,3,9460,CURUYUQR,,
22676,3,9460,CURUYUQR,,
22677,1,9480,CURUYUQR,,
22678,1,9480,CURUYUQR,,
22679,1,9480,CURUYUQR,,
22680,2,9480,CURUYUQR,,
22681,2,9480,CURUYUQR,,
22682,4,9480,CURUYUQR,,
22683,4,9480,CURUYUQR,,
22684,5,9480,CURUYUQR,,
22685,5,9480,CURUYUQR,,
22686,5,9480,CURUYUQR,,
22687,5,9480,CURUYUQR,,
22688,5,9480,CURUYUQR,,
22689,6,9480,CURUYUQR,,
22690,6,9480,CURUYUQR,,
22691,7,9480,CURUYUQR,,
22692,8,9480,CURUYUQR,,
22693,8,9480,CURUYUQR,,
22694,8,9480,CURUYUQR,,
22695,8,9480,CURUYUQR,,
22696,8,9480,CURUYUQR,,
22697,9,9480,CURUYUQR,,
22698,9,9480,CURUYUQR,,
22699,9,9480,CURUYUQR,,
22700,9,9480,CURUYUQR,,
22701,9,9480,CURUYUQR,,
22702,9,9480,CURUYUQR,,
22703,10,9480,CURUYUQR,,
22704,10,9480,CURUYUQR,,
22705,10,9480,CURUYUQR,,
22706,10,9480,CURUYUQR,,
22707,10,9480,CURUYUQR,,
22708,10,9480,CURUYUQR,,
22709,10,9480,CURUYUQR,,
22710,10,9480,CURUYUQR,,
22711,10,9480,CURUYUQR,,
22712,8,9705,CURUYUQR,,
22713,2,9787,CURUYUQR,,
22714,2,9787,CURUYUQR,,
22715,6,9787,CURUYUQR,,
22716,4,38,INCAHUAR,,
22717,1,152,INCAHUAR,,
22718,1,152,INCAHUAR,,
22719,2,152,INCAHUAR,,
22720,3,152,INCAHUAR,,
22721,8,152,INCAHUAR,,
22722,8,152,INCAHUAR,,
22723,3,295,INCAHUAR,,
22724,6,295,INCAHUAR,,
22725,1,302,INCAHUAR,,
22726,3,302,INCAHUAR,,
22727,3,302,INCAHUAR,,
22728,3,302,INCAHUAR,,
22729,4,302,INCAHUAR,,
22730,7,302,INCAHUAR,,
22731,7,302,INCAHUAR,,
22732,7,302,INCAHUAR,,
22733,7,302,INCAHUAR,,
22734,8,302,INCAHUAR,,
22735,9,302,INCAHUAR,,
22736,9,302,INCAHUAR,,
22737,9,302,INCAHUAR,,
22738,9,302,INCAHUAR,,
22739,2,303,INCAHUAR,,
22740,4,319,INCAHUAR,,
22741,4,319,INCAHUAR,,
22742,6,322,INCAHUAR,,
22743,1,722,INCAHUAR,,
22744,4,806,INCAHUAR,h,
22745,4,806,INCAHUAR,h,
22746,10,806,INCAHUAR,h,
22747,1,812,INCAHUAR,h,
22748,4,853,INCAHUAR,,
22749,6,853,INCAHUAR,,
22750,6,853,INCAHUAR,,
22751,2,856,INCAHUAR,,
22752,5,860,INCAHUAR,,
22753,10,902,INCAHUAR,h,
22754,10,902,INCAHUAR,h,
22755,4,922,INCAHUAR,,
22756,2,1015,INCAHUAR,,
22757,2,1015,INCAHUAR,,
22758,2,1015,INCAHUAR,,
22759,2,1015,INCAHUAR,,
22760,3,1015,INCAHUAR,,
22761,3,1015,INCAHUAR,,
22762,7,1015,INCAHUAR,,
22763,8,1015,INCAHUAR,,
22764,9,1015,INCAHUAR,,
22765,2,1041,INCAHUAR,,
22766,2,1041,INCAHUAR,,
22767,5,1041,INCAHUAR,,
22768,5,1043,INCAHUAR,,
22769,5,1043,INCAHUAR,,
22770,2,1118,INCAHUAR,,
22771,5,1222,INCAHUAR,h,
22772,5,1222,INCAHUAR,h,
22773,6,1222,INCAHUAR,h,
22774,9,1222,INCAHUAR,h,
22775,1,1277,INCAHUAR,l,
22776,9,1277,INCAHUAR,l,
22777,3,1278,INCAHUAR,l,
22778,1,1307,INCAHUAR,l,
22779,1,1307,INCAHUAR,l,
22780,4,1436,INCAHUAR,l,
22781,4,1436,INCAHUAR,l,
22782,10,1436,INCAHUAR,l,
22783,4,2020,INCAHUAR,l,
22784,4,2020,INCAHUAR,l,
22785,5,2100,INCAHUAR,,
22786,7,2100,INCAHUAR,,
22787,7,2112,INCAHUAR,,
22788,1,2167,INCAHUAR,,
22789,1,2167,INCAHUAR,,
22790,1,2167,INCAHUAR,,
22791,3,2167,INCAHUAR,,
22792,4,2167,INCAHUAR,,
22793,4,2167,INCAHUAR,,
22794,6,2167,INCAHUAR,,
22795,8,2167,INCAHUAR,,
22796,1,2362,INCAHUAR,,
22797,10,2362,INCAHUAR,,
22798,4,2433,INCAHUAR,,
22799,4,2433,INCAHUAR,,
22800,4,2433,INCAHUAR,,
22801,7,2433,INCAHUAR,,
22802,10,2507,INCAHUAR,,
22803,1,2655,INCAHUAR,,
22804,2,2655,INCAHUAR,,
22805,2,2655,INCAHUAR,,
22806,2,2655,INCAHUAR,,
22807,5,2655,INCAHUAR,,
22808,5,2655,INCAHUAR,,
22809,6,2655,INCAHUAR,,
22810,8,2655,INCAHUAR,,
22811,8,2655,INCAHUAR,,
22812,8,2655,INCAHUAR,,
22813,9,2655,INCAHUAR,,
22814,10,2655,INCAHUAR,,
22815,10,2655,INCAHUAR,,
22816,5,2669,INCAHUAR,,
22817,1,2922,INCAHUAR,,
22818,2,2922,INCAHUAR,,
22819,2,2922,INCAHUAR,,
22820,2,2922,INCAHUAR,,
22821,2,2922,INCAHUAR,,
22822,3,2922,INCAHUAR,,
22823,3,2922,INCAHUAR,,
22824,4,2922,INCAHUAR,,
22825,4,2922,INCAHUAR,,
22826,5,2922,INCAHUAR,,
22827,5,2922,INCAHUAR,,
22828,7,2922,INCAHUAR,,
22829,7,2922,INCAHUAR,,
22830,8,2922,INCAHUAR,,
22831,8,2922,INCAHUAR,,
22832,9,2922,INCAHUAR,,
22833,9,2922,INCAHUAR,,
22834,9,2922,INCAHUAR,,
22835,10,2922,INCAHUAR,,
22836,10,2922,INCAHUAR,,
22837,10,2922,INCAHUAR,,
22838,10,2922,INCAHUAR,,
22839,10,2922,INCAHUAR,,
22840,10,2922,INCAHUAR,,
22841,10,2922,INCAHUAR,,
22842,1,2923,INCAHUAR,,
22843,1,2923,INCAHUAR,,
22844,1,2934,INCAHUAR,,
22845,1,2934,INCAHUAR,,
22846,1,2934,INCAHUAR,,
22847,1,2934,INCAHUAR,,
22848,1,2934,INCAHUAR,,
22849,1,2934,INCAHUAR,,
22850,2,2934,INCAHUAR,,
22851,3,2934,INCAHUAR,,
22852,3,2934,INCAHUAR,,
22853,3,2934,INCAHUAR,,
22854,4,2934,INCAHUAR,,
22855,4,2934,INCAHUAR,,
22856,4,2934,INCAHUAR,,
22857,6,2934,INCAHUAR,,
22858,6,2934,INCAHUAR,,
22859,7,2934,INCAHUAR,,
22860,7,2934,INCAHUAR,,
22861,7,2934,INCAHUAR,,
22862,7,2934,INCAHUAR,,
22863,7,2934,INCAHUAR,,
22864,7,2934,INCAHUAR,,
22865,8,2934,INCAHUAR,,
22866,8,2934,INCAHUAR,,
22867,8,2934,INCAHUAR,,
22868,8,2934,INCAHUAR,,
22869,8,2934,INCAHUAR,,
22870,8,2934,INCAHUAR,,
22871,8,2934,INCAHUAR,,
22872,10,2934,INCAHUAR,,
22873,10,2934,INCAHUAR,,
22874,5,2935,INCAHUAR,,
22875,5,2936,INCAHUAR,,
22876,5,2936,INCAHUAR,,
22877,6,2936,INCAHUAR,,
22878,2,2982,INCAHUAR,h,
22879,4,2982,INCAHUAR,h,
22880,6,2982,INCAHUAR,h,
22881,6,2982,INCAHUAR,h,
22882,6,2982,INCAHUAR,h,
22883,4,3275,INCAHUAR,,
22884,4,3275,INCAHUAR,,
22885,6,3276,INCAHUAR,,
22886,6,3277,INCAHUAR,,
22887,9,3277,INCAHUAR,,
22888,1,3323,INCAHUAR,l,
22889,2,3323,INCAHUAR,l,
22890,6,3323,INCAHUAR,l,
22891,8,3323,INCAHUAR,l,
22892,9,3323,INCAHUAR,l,
22893,9,3323,INCAHUAR,l,
22894,10,3323,INCAHUAR,l,
22895,1,3412,INCAHUAR,,
22896,1,3415,INCAHUAR,,
22897,2,3415,INCAHUAR,,
22898,2,3415,INCAHUAR,,
22899,3,3415,INCAHUAR,,
22900,3,3415,INCAHUAR,,
22901,3,3415,INCAHUAR,,
22902,8,3415,INCAHUAR,,
22903,9,3415,INCAHUAR,,
22904,10,3415,INCAHUAR,,
22905,3,3418,INCAHUAR,,
22906,3,3418,INCAHUAR,,
22907,2,3539,INCAHUAR,,
22908,3,3539,INCAHUAR,,
22909,2,3583,INCAHUAR,,
22910,3,3583,INCAHUAR,,
22911,3,3583,INCAHUAR,,
22912,1,3644,INCAHUAR,,
22913,2,3644,INCAHUAR,,
22914,8,3644,INCAHUAR,,
22915,8,3644,INCAHUAR,,
22916,1,3671,INCAHUAR,,
22917,1,3671,INCAHUAR,,
22918,2,3671,INCAHUAR,,
22919,2,3671,INCAHUAR,,
22920,2,3671,INCAHUAR,,
22921,3,3671,INCAHUAR,,
22922,3,3671,INCAHUAR,,
22923,3,3671,INCAHUAR,,
22924,3,3671,INCAHUAR,,
22925,3,3671,INCAHUAR,,
22926,3,3671,INCAHUAR,,
22927,4,3671,INCAHUAR,,
22928,4,3671,INCAHUAR,,
22929,4,3671,INCAHUAR,,
22930,5,3671,INCAHUAR,,
22931,5,3671,INCAHUAR,,
22932,5,3671,INCAHUAR,,
22933,6,3671,INCAHUAR,,
22934,6,3671,INCAHUAR,,
22935,6,3671,INCAHUAR,,
22936,7,3671,INCAHUAR,,
22937,8,3671,INCAHUAR,,
22938,9,3671,INCAHUAR,,
22939,10,3671,INCAHUAR,,
22940,4,4111,INCAHUAR,,
22941,4,4240,INCAHUAR,,
22942,5,4240,INCAHUAR,,
22943,3,4260,INCAHUAR,,
22944,1,4263,INCAHUAR,,
22945,4,4263,INCAHUAR,,
22946,3,4438,INCAHUAR,,
22947,4,4882,INCAHUAR,,
22948,8,4942,INCAHUAR,,
22949,8,4942,INCAHUAR,,
22950,1,5051,INCAHUAR,,
22951,1,5051,INCAHUAR,,
22952,1,5051,INCAHUAR,,
22953,1,5051,INCAHUAR,,
22954,1,5051,INCAHUAR,,
22955,2,5051,INCAHUAR,,
22956,2,5051,INCAHUAR,,
22957,2,5051,INCAHUAR,,
22958,2,5051,INCAHUAR,,
22959,3,5051,INCAHUAR,,
22960,4,5051,INCAHUAR,,
22961,4,5051,INCAHUAR,,
22962,5,5051,INCAHUAR,,
22963,6,5051,INCAHUAR,,
22964,7,5051,INCAHUAR,,
22965,8,5051,INCAHUAR,,
22966,8,5051,INCAHUAR,,
22967,8,5051,INCAHUAR,,
22968,1,5194,INCAHUAR,,
22969,1,5194,INCAHUAR,,
22970,1,5194,INCAHUAR,,
22971,4,5247,INCAHUAR,,
22972,4,5247,INCAHUAR,,
22973,7,5247,INCAHUAR,,
22974,10,5247,INCAHUAR,,
22975,10,5247,INCAHUAR,,
22976,10,5247,INCAHUAR,,
22977,9,5255,INCAHUAR,,
22978,1,5282,INCAHUAR,,
22979,2,5282,INCAHUAR,,
22980,8,5282,INCAHUAR,,
22981,8,5282,INCAHUAR,,
22982,3,5283,INCAHUAR,,
22983,4,5283,INCAHUAR,,
22984,3,5284,INCAHUAR,,
22985,4,5285,INCAHUAR,,
22986,4,5286,INCAHUAR,,
22987,9,5286,INCAHUAR,,
22988,9,5286,INCAHUAR,,
22989,4,5287,INCAHUAR,,
22990,6,5287,INCAHUAR,,
22991,7,5287,INCAHUAR,,
22992,10,5287,INCAHUAR,,
22993,6,5288,INCAHUAR,,
22994,6,5288,INCAHUAR,,
22995,8,5289,INCAHUAR,,
22996,8,5290,INCAHUAR,,
22997,8,5290,INCAHUAR,,
22998,8,5290,INCAHUAR,,
22999,8,5290,INCAHUAR,,
23000,9,5291,INCAHUAR,,
23001,10,5291,INCAHUAR,,
23002,1,5293,INCAHUAR,,
23003,1,5294,INCAHUAR,,
23004,1,5295,INCAHUAR,,
23005,1,5295,INCAHUAR,,
23006,1,5295,INCAHUAR,,
23007,1,5295,INCAHUAR,,
23008,3,5295,INCAHUAR,,
23009,3,5295,INCAHUAR,,
23010,4,5295,INCAHUAR,,
23011,4,5295,INCAHUAR,,
23012,6,5295,INCAHUAR,,
23013,1,5296,INCAHUAR,,
23014,10,5296,INCAHUAR,,
23015,10,5296,INCAHUAR,,
23016,2,5297,INCAHUAR,,
23017,2,5298,INCAHUAR,,
23018,4,5298,INCAHUAR,,
23019,2,5299,INCAHUAR,,
23020,2,5300,INCAHUAR,,
23021,9,5300,INCAHUAR,,
23022,9,5300,INCAHUAR,,
23023,9,5300,INCAHUAR,,
23024,10,5300,INCAHUAR,,
23025,10,5300,INCAHUAR,,
23026,3,5375,INCAHUAR,,
23027,8,5375,INCAHUAR,,
23028,8,5375,INCAHUAR,,
23029,9,5375,INCAHUAR,,
23030,9,5375,INCAHUAR,,
23031,1,5574,INCAHUAR,,
23032,1,5574,INCAHUAR,,
23033,3,5574,INCAHUAR,,
23034,3,5574,INCAHUAR,,
23035,8,5574,INCAHUAR,,
23036,8,5574,INCAHUAR,,
23037,1,5712,INCAHUAR,l,
23038,10,5713,INCAHUAR,l,
23039,5,5776,INCAHUAR,l,
23040,1,5777,INCAHUAR,l,
23041,3,5777,INCAHUAR,l,
23042,4,5777,INCAHUAR,l,
23043,4,5777,INCAHUAR,l,
23044,5,5777,INCAHUAR,l,
23045,9,5777,INCAHUAR,l,
23046,2,5810,INCAHUAR,,
23047,1,5824,INCAHUAR,,
23048,1,5824,INCAHUAR,,
23049,7,5824,INCAHUAR,,
23050,7,5824,INCAHUAR,,
23051,4,5825,INCAHUAR,,
23052,5,5825,INCAHUAR,,
23053,5,5825,INCAHUAR,,
23054,10,5825,INCAHUAR,,
23055,10,5825,INCAHUAR,,
23056,2,5841,INCAHUAR,,
23057,10,5841,INCAHUAR,,
23058,1,5845,INCAHUAR,,
23059,2,5845,INCAHUAR,,
23060,2,5845,INCAHUAR,,
23061,7,5845,INCAHUAR,,
23062,6,5846,INCAHUAR,,
23063,7,5847,INCAHUAR,,
23064,5,5848,INCAHUAR,,
23065,5,5848,INCAHUAR,,
23066,5,5848,INCAHUAR,,
23067,8,5848,INCAHUAR,,
23068,8,5848,INCAHUAR,,
23069,9,5848,INCAHUAR,,
23070,9,5848,INCAHUAR,,
23071,9,5848,INCAHUAR,,
23072,9,5848,INCAHUAR,,
23073,9,5848,INCAHUAR,,
23074,1,5849,INCAHUAR,,
23075,1,5849,INCAHUAR,,
23076,1,5850,INCAHUAR,,
23077,9,5850,INCAHUAR,,
23078,9,5850,INCAHUAR,,
23079,2,5852,INCAHUAR,,
23080,2,5853,INCAHUAR,,
23081,3,5854,INCAHUAR,,
23082,5,5854,INCAHUAR,,
23083,3,5855,INCAHUAR,,
