species_id,family,genus,species,id_level,full_id
2385,chrysobalanaceae,hirtella,bicornis ssp pubescens,species,1
2386,chrysobalanaceae,hirtella,bullata,species,1
2387,chrysobalanaceae,hirtella,butayei,species,1
2388,chrysobalanaceae,hirtella,cf tocantina,species,1
2389,chrysobalanaceae,hirtella,esiandra,species,1
2390,chrysobalanaceae,hirtella,guainiae,species,1
2391,chrysobalanaceae,hirtella,hebeclada,species,1
2392,chrysobalanaceae,hirtella,hispidula,species,1
2393,chrysobalanaceae,hirtella,m1,genus,0
2394,chrysobalanaceae,hirtella,m1?,species,1
2395,chrysobalanaceae,hirtella,m2,genus,0
2396,chrysobalanaceae,hirtella,m3,genus,0
2397,chrysobalanaceae,hirtella,mutisii,species,1
2398,chrysobalanaceae,hirtella,paraensis,species,1
2399,chrysobalanaceae,hirtella,pilosissima,species,1
2400,chrysobalanaceae,hirtella,pilossisima,species,1
2401,chrysobalanaceae,hirtella,racemosa,species,1
2402,chrysobalanaceae,hirtella,racemosa var racemosa,species,1
2403,chrysobalanaceae,hirtella,racemosa?,species,1
2404,chrysobalanaceae,hirtella,rugosa,species,1
2405,chrysobalanaceae,hirtella,schultesii,species,1
2406,chrysobalanaceae,hirtella,shultesii,species,1
2407,chrysobalanaceae,hirtella,trianda,species,1
2408,chrysobalanaceae,hirtella,triandra,species,1
2409,chrysobalanaceae,hirtella,triandra cf,species,1
2410,chrysobalanaceae,hirtella,triandra ssp triandra,species,1
2411,chrysobalanaceae,hirtella,tubiflora,species,1
2412,chrysobalanaceae,hirtella?,m1,genus,0
2413,chrysobalanaceae,licania,aff heteromorpha,species,1
2414,chrysobalanaceae,licania,affinis,species,1
2415,chrysobalanaceae,licania,apetala,species,1
2416,chrysobalanaceae,licania,arborea,species,1
2417,chrysobalanaceae,licania,boliviensis,species,1
2418,chrysobalanaceae,licania,bracteata,species,1
2419,chrysobalanaceae,licania,britteniana,species,1
2420,chrysobalanaceae,licania,canescens,species,1
2421,chrysobalanaceae,licania,durifolia cf,species,1
2422,chrysobalanaceae,licania,gentryi,species,1
2423,chrysobalanaceae,licania,glabra,species,1
2424,chrysobalanaceae,licania,glabriflora,species,1
2425,chrysobalanaceae,licania,harlingii,species,1
2426,chrysobalanaceae,licania,heteromorpha,species,1
2427,chrysobalanaceae,licania,hypoleuca,species,1
2428,chrysobalanaceae,licania,kallunkii,species,1
2429,chrysobalanaceae,licania,klugii,species,1
2430,chrysobalanaceae,licania,kunthiana,species,1
2431,chrysobalanaceae,licania,laevigata,species,1
2432,chrysobalanaceae,licania,lata,species,1
2433,chrysobalanaceae,licania,m1,genus,0
2434,chrysobalanaceae,licania,m2,genus,0
2435,chrysobalanaceae,licania,m3,genus,0
2436,chrysobalanaceae,licania,m4,genus,0
2437,chrysobalanaceae,licania,m5,genus,0
2438,chrysobalanaceae,licania,m6,genus,0
2439,chrysobalanaceae,licania,m7,genus,0
2440,chrysobalanaceae,licania,m8,genus,0
2441,chrysobalanaceae,licania,m9,genus,0
2442,chrysobalanaceae,licania,macrocarpa,species,1
2443,chrysobalanaceae,licania,macrophylla,species,1
2444,chrysobalanaceae,licania,micrantha,species,1
2445,chrysobalanaceae,licania,octandra,species,1
2446,chrysobalanaceae,licania,octandra ssp pallida,species,1
2447,chrysobalanaceae,licania,octandra ssp. pallida,species,1
2448,chrysobalanaceae,licania,prismatocarpa,species,1
2449,chrysobalanaceae,licania,sara[piquensis,species,1
2450,chrysobalanaceae,licania,sclerophylla,species,1
2451,chrysobalanaceae,licania,triandra,species,1
2452,chrysobalanaceae,licania,var heteromorpha,species,1
2453,chrysobalanaceae,licania,velata,species,1
2454,chrysobalanaceae,licania,veneralensis,species,1
2455,chrysobalanaceae,m,m1,family,0
2456,chrysobalanaceae,m1,m1,family,0
2457,chrysobalanaceae,m2,m1,family,0
2458,chrysobalanaceae,magnistipula,convanana,species,1
2459,chrysobalanaceae,magnistipula,tessmannii,species,1
2460,chrysobalanaceae,maranthes,corymbosa,species,1
2461,chrysobalanaceae,maranthes,panamensis,species,1
2462,chrysobalanaceae,parinara,m1,genus,0
2463,chrysobalanaceae,parinari,cf occidentalis,species,1
2464,chrysobalanaceae,parinari,impressum,species,1
2465,chrysobalanaceae,parinari,klugii,species,1
2466,chrysobalanaceae,parinari,m1,genus,0
2467,chrysobalanaceae,parinari,parilis,species,1
2468,chrysobalanaceae/humiriaceae,m1,m1,family,0
2469,chrysobalanceae,grangeria,borbonica,species,1
2470,chrysobalanceae,hirtella,lightioides,species,1
2471,chrysobalanceae,licania,m2,genus,0
2472,chrysobalanceae,licania,m3,genus,0
2473,chrysobalanceae,parinari,occidentalis,species,1
2474,clethraceae,clethra,americana,species,1
2475,clethraceae,clethra,fimbriata,species,1
2476,clethraceae,clethra,hartwegii,species,1
2477,clethraceae,clethra,laevigata,species,1
2478,clethraceae,clethra,m1,genus,0
2479,clethraceae,clethra,macrostachya,species,1
2480,clethraceae,clethra,revoluta,species,1
2481,clusiaceae,allanblackia,m1,genus,0
2482,clusiaceae,balboa,membranacea,species,1
2483,clusiaceae,bauhinia,malabarica,species,1
2484,clusiaceae,callophyllum,soulattri,species,1
2485,clusiaceae,calophyllum,antillanum,species,1
2486,clusiaceae,calophyllum,brasiliense,species,1
2487,clusiaceae,calophyllum,caledonicum,species,1
2488,clusiaceae,calophyllum,cuneatum,species,1
2489,clusiaceae,calophyllum,dioscurii,species,1
2490,clusiaceae,calophyllum,longifolium,species,1
2491,clusiaceae,calophyllum,m1,genus,0
2492,clusiaceae,calophyllum,m2,genus,0
2493,clusiaceae,calophyllum,tacamahaca,species,1
2494,clusiaceae,calophylum,m1,genus,0
2495,clusiaceae,caraipa,cf myrcioides,species,1
2496,clusiaceae,caraipa,guianensis,species,1
2497,clusiaceae,caraipa,jaramilloi,species,1
2498,clusiaceae,caraipa,m1,genus,0
2499,clusiaceae,caraipa,myrcioides,species,1
2500,clusiaceae,caraipa,myrcioides cf,species,1
2501,clusiaceae,caraipa,procera,species,1
2502,clusiaceae,caraipa,punctulata,species,1
2503,clusiaceae,caraipa,tereticaulis,species,1
2504,clusiaceae,cf tovomitopsis,m1,genus,0
2505,clusiaceae,chrysochlamys,cf dependens,species,1
2506,clusiaceae,chrysochlamys,dependens,species,1
2507,clusiaceae,chrysochlamys,m1,genus,0
2508,clusiaceae,chrysochlamys,m2,genus,0
2509,clusiaceae,chrysochlamys,ulei,species,1
2510,clusiaceae,chrysochlamys,weberbaueri,species,1
2511,clusiaceae,chrysochlamys/tovomita,m1,genus,0
2512,clusiaceae,clusia,aff stenophylla,species,1
2513,clusiaceae,clusia,biflora,species,1
2514,clusiaceae,clusia,cf polystigma,species,1
2515,clusiaceae,clusia,cf stenophylla,species,1
2516,clusiaceae,clusia,columnaris,species,1
2517,clusiaceae,clusia,congestiflora,species,1
2518,clusiaceae,clusia,crenata,species,1
2519,clusiaceae,clusia,cretosa,species,1
2520,clusiaceae,clusia,cruciata,species,1
2521,clusiaceae,clusia,cylindrica,species,1
2522,clusiaceae,clusia,decussata,species,1
2523,clusiaceae,clusia,ducuoides,species,1
2524,clusiaceae,clusia,frectangusta,species,1
2525,clusiaceae,clusia,garcibarrigae,species,1
2526,clusiaceae,clusia,gracilis,species,1
2527,clusiaceae,clusia,haughtii,species,1
2528,clusiaceae,clusia,hydrogera,species,1
2529,clusiaceae,clusia,leptantha or leptanthera,species,1
2530,clusiaceae,clusia,lineata,species,1
2531,clusiaceae,clusia,loretensis,species,1
2532,clusiaceae,clusia,m1,genus,0
2533,clusiaceae,clusia,m2,genus,0
2534,clusiaceae,clusia,m3,genus,0
2535,clusiaceae,clusia,m4,genus,0
2536,clusiaceae,clusia,m5,genus,0
2537,clusiaceae,clusia,mamillata,species,1
2538,clusiaceae,clusia,manillata,species,1
2539,clusiaceae,clusia,minor,species,1
2540,clusiaceae,clusia,minor aff,species,1
2541,clusiaceae,clusia,multiflora,species,1
2542,clusiaceae,clusia,multiflora  aff,species,1
2543,clusiaceae,clusia,multiflora aff,species,1
2544,clusiaceae,clusia,mumillata,species,1
2545,clusiaceae,clusia,octopetala,species,1
2546,clusiaceae,clusia,palmana,species,1
2547,clusiaceae,clusia,palmicida,species,1
2548,clusiaceae,clusia,peninsulae,species,1
2549,clusiaceae,clusia,polyantha,species,1
2550,clusiaceae,clusia,salvinii,species,1
2551,clusiaceae,clusia,spharrocarpa,species,1
2552,clusiaceae,clusia,trochiformis,species,1
2553,clusiaceae,clusia,valerii,species,1
2554,clusiaceae,clusia,veneralensis,species,1
2555,clusiaceae,clusia,viscida,species,1
2556,clusiaceae,clusia,volubilis,species,1
2557,clusiaceae,clusia,weberbaueri,species,1
2558,clusiaceae,clusiella,macropetala,species,1
2559,clusiaceae,cratoxylon,cochinchinensis,species,1
2560,clusiaceae,cratoxylon,cochinchinensis cf,species,1
2561,clusiaceae,cratoxylum,sumatranum ssp sumatranum,species,1
2562,clusiaceae,dalbergia,cultrata,species,1
2563,clusiaceae,dalbergia,nigrescens,species,1
2564,clusiaceae,dystovomita,clusifolia,species,1
2565,clusiaceae,dystovomita,clusiifolia,species,1
2566,clusiaceae,garcinia,aff husteinii,species,1
2567,clusiaceae,garcinia,afzelii,species,1
2568,clusiaceae,garcinia,amplexicaulis,species,1
2569,clusiaceae,garcinia,balansae,species,1
2570,clusiaceae,garcinia,balansae cf,species,1
2571,clusiaceae,garcinia,baulcuna,species,1
2572,clusiaceae,garcinia,blumei,species,1
2573,clusiaceae,garcinia,clusia cf,species,1
2574,clusiaceae,garcinia,dulcis,species,1
2575,clusiaceae,garcinia,eugenifoliia,species,1
2576,clusiaceae,garcinia,gnetoides,species,1
2577,clusiaceae,garcinia,hunsteinii cf,species,1
2578,clusiaceae,garcinia,intermedia,species,1
2579,clusiaceae,garcinia,ledermanii,species,1
2580,clusiaceae,garcinia,m1,genus,0
2581,clusiaceae,garcinia,m2,genus,0
2582,clusiaceae,garcinia,m3,genus,0
2583,clusiaceae,garcinia,m4,genus,0
2584,clusiaceae,garcinia,m5,genus,0
2585,clusiaceae,garcinia,m6,genus,0
2586,clusiaceae,garcinia,maingayi,species,1
2587,clusiaceae,garcinia,mannii,species,1
2588,clusiaceae,garcinia,megaphylla,species,1
2589,clusiaceae,garcinia,multiflora,species,1
2590,clusiaceae,garcinia,nervosa,species,1
2591,clusiaceae,garcinia,ovalifolia,species,1
2592,clusiaceae,garcinia,parviflora,species,1
2593,clusiaceae,garcinia,polyantha,species,1
2594,clusiaceae,garcinia,punctata,species,1
2595,clusiaceae,garcinia,riparia cf,species,1
2596,clusiaceae,garcinia,rubra,species,1
2597,clusiaceae,garcinia,scortechinii,species,1
2598,clusiaceae,garcinia,scortechnii,species,1
2599,clusiaceae,garcinia,stigmacantha,species,1
2600,clusiaceae,garcinia,tetrandra,species,1
2601,clusiaceae,h. alternas,m1,genus,0
2602,clusiaceae,havetiopsis,m,genus,0
2603,clusiaceae,kayea,myrtifolia,species,1
2604,clusiaceae,kayea,paniculata,species,1
2605,clusiaceae,kielmeyara,m1,genus,0
2606,clusiaceae,m1,m1,family,0
2607,clusiaceae,m2,m1,family,0
2608,clusiaceae,m3,m1,family,0
2609,clusiaceae,mammea,acuminatissima,species,1
2610,clusiaceae,mammea,africana,species,1
2611,clusiaceae,mammea,africans,species,1
2612,clusiaceae,mammea,longipetiolata,species,1
2613,clusiaceae,mammea,m2,genus,0
2614,clusiaceae,marila,geminata,species,1
2615,clusiaceae,marila,laxiflora,species,1
2616,clusiaceae,marila,m1,genus,0
2617,clusiaceae,marila,pluricostata,species,1
2618,clusiaceae,marila,scrobiculata,species,1
2619,clusiaceae,mesua,corneri,species,1
2620,clusiaceae,mesua,ferrea,species,1
2621,clusiaceae,mesua,grandis,species,1
2622,clusiaceae,mesua,kunstleri,species,1
2623,clusiaceae,mesua,lepidota,species,1
2624,clusiaceae,mesua,m1,genus,0
2625,clusiaceae,mesua,m2,genus,0
2626,clusiaceae,montrouziera,gabriellae,species,1
2627,clusiaceae,moronobea,m1,genus,0
2628,clusiaceae,psorospermum,m1,genus,0
2629,clusiaceae,psorospermum,m2,genus,0
2630,clusiaceae,rheedia,acuminata,species,1
2631,clusiaceae,rheedia,brasiliensis,species,1
2632,clusiaceae,rheedia,cf brasiliensis,species,1
2633,clusiaceae,rheedia,chocoensis,species,1
2634,clusiaceae,rheedia,m1,genus,0
2635,clusiaceae,rheedia,m2,genus,0
2636,clusiaceae,rheedia,madruno,species,1
2637,clusiaceae,sindora,maritima,species,1
2638,clusiaceae,symphonia,globulifera,species,1
2639,clusiaceae,symphonia,m1,genus,0
2640,clusiaceae,symphonia,m2,genus,0
2641,clusiaceae,symphonia,nana,species,1
2642,clusiaceae,tovimita,m2,genus,0
2643,clusiaceae,tovomita,cf krukovii,species,1
2644,clusiaceae,tovomita,cf stylosa,species,1
2645,clusiaceae,tovomita,longifolia,species,1
2646,clusiaceae,tovomita,m1,genus,0
2647,clusiaceae,tovomita,m1?,species,1
2648,clusiaceae,tovomita,m2,genus,0
2649,clusiaceae,tovomita,m3,genus,0
2650,clusiaceae,tovomita,m4,genus,0
2651,clusiaceae,tovomita,paniculata,species,1
2652,clusiaceae,tovomita,schomburghii,species,1
2653,clusiaceae,tovomita,spruceana,species,1
2654,clusiaceae,tovomita,stylosa,species,1
2655,clusiaceae,tovomita,weddeliana,species,1
2656,clusiaceae,tovomita,weddelliana,species,1
2657,clusiaceae,tovomitopsis,cf nicaraguensis,species,1
2658,clusiaceae,tovomitopsis,glauca,species,1
2659,clusiaceae,tovomitopsis,m1,genus,0
2660,clusiaceae,tovomitopsis,m2,genus,0
2661,clusiaceae,tovomitopsis,m3,genus,0
2662,clusiaceae,tovomitopsis,membranacea,species,1
2663,clusiaceae,tovomitopsis,morii,species,1
2664,clusiaceae,tovomitopsis,nicaraguensis,species,1
2665,clusiaceae,tovomitopsis,silvicola,species,1
2666,clusiaceae,vismia,baccifera,species,1
2667,clusiaceae,vismia,cf viridiflora,species,1
2668,clusiaceae,vismia,guianensis,species,1
2669,clusiaceae,vismia,m1,genus,0
2670,clusiaceae,vismia,macrophylla,species,1
2671,clusiaceae,vismia,minutiflora,species,1
2672,clusiaceae,vismia,viridiflora,species,1
2673,cochlospermaceae,cochlosperma,vitifolium,species,1
2674,cochlospermaceae,cochlospermum,tetraporum,species,1
2675,cochlospermaceae,cochlospermum,vitifolium,species,1
2676,combretaceae,anogeissus,latifolia,species,1
2677,combretaceae,buchenavia,aff oxycarpa,species,1
2678,combretaceae,buchenavia,amazonia,species,1
2679,combretaceae,buchenavia,b. tetraphylla,species,1
2680,combretaceae,buchenavia,gundinga,species,1
2681,combretaceae,buchenavia,m1,genus,0
2682,combretaceae,buchenavia,macrophylla,species,1
2683,combretaceae,buchenavia,tomentosa cf,species,1
2684,combretaceae,combretum,assimile,species,1
2685,combretaceae,combretum,bracteatum cf,species,1
2686,combretaceae,combretum,carringtonianum,species,1
2687,combretaceae,combretum,cf decandrum,species,1
2688,combretaceae,combretum cf,m1,genus,0
2689,combretaceae,combretum,corringtonianum,species,1
2690,combretaceae,combretum,decandrum,species,1
2691,combretaceae,combretum,fruticosum,species,1
2692,combretaceae,combretum,laxum,species,1
2693,combretaceae,combretum,leprosum,species,1
2694,combretaceae,combretum,m1,genus,0
2695,combretaceae,combretum,m2,genus,0
2696,combretaceae,combretum,m3,genus,0
2697,combretaceae,combretum,m4,genus,0
2698,combretaceae,combretum,m5,genus,0
2699,combretaceae,combretum,m6,genus,0
2700,combretaceae,combretum,oyemense,species,1
2701,combretaceae,combretum,pavonii,species,1
2702,combretaceae,combretum,racemosum,species,1
2703,combretaceae,combretum,sordidum,species,1
2704,combretaceae,combretum,spinosum,species,1
2705,combretaceae,combretum,vernicosum,species,1
2706,combretaceae,combretum?,m1,genus,0
2707,combretaceae,m1,m1,family,0
2708,combretaceae,poivrea,m1,genus,0
2709,combretaceae,quisqualis,falcata,species,1
2710,combretaceae,strophonema,m1,genus,0
2711,combretaceae,terminalia,amazonia,species,1
2712,combretaceae,terminalia,amazonica,species,1
2713,combretaceae,terminalia,argentia,species,1
2714,combretaceae,terminalia cf,m1,genus,0
2715,combretaceae,terminalia,chebulea,species,1
2716,combretaceae,terminalia,chibula,species,1
2717,combretaceae,terminalia,complanata,species,1
2718,combretaceae,terminalia,guayanensis,species,1
2719,combretaceae,terminalia,m1,genus,0
2720,combretaceae,terminalia,macademii,species,1
2721,combretaceae,terminalia,migrivenulosa,species,1
2722,combretaceae,terminalia,obovata,species,1
2723,combretaceae,terminalia,seticana,species,1
2724,combretaceae,terminalia,seyrigii,species,1
2725,combretaceae,terminalia,subspathulata,species,1
2726,combretaceae,terminalia,tomentosa,species,1
2727,combretaceae,terminalia,tricristata,species,1
2728,combretaceae,terminalia,triflora,species,1
2729,combretaceae,terminalia,ulexoides,species,1
2730,combretaceae,terminalia,valverdae,species,1
2731,combretaceae,thiloa,m1,genus,0
2732,combretaceae,thiloa,paraguariensis,species,1
2733,commelinaceae,palisota,hirsuta,species,1
2734,connaraceae,agelaea,borneensis,species,1
2735,connaraceae,agelaea,m1,genus,0
2736,connaraceae,agelaea,macrophylla?,species,1
2737,connaraceae,agelaea,obliqua,species,1
2738,connaraceae,agelaea,pentagyna,species,1
2739,connaraceae,agelaia,paradoxa var paradoxa,species,1
2740,connaraceae,castanola,paradoxa,species,1
2741,connaraceae,cf machaerium,floribundum,species,1
2742,connaraceae,cnestidium,m1,genus,0
2743,connaraceae,cnestidium,rufescens,species,1
2744,connaraceae,cnestis,corniculata,species,1
2745,connaraceae,cnestis,glabra,species,1
2746,connaraceae,cnestis,polyphylla,species,1
2747,connaraceae,connaraceae,m1,genus,0
2748,connaraceae,connarus,aff fasciculatus,species,1
2749,connaraceae,connarus,culionensis aff,species,1
2750,connaraceae,connarus,fasciculatus,species,1
2751,connaraceae,connarus,fasculatus,species,1
2752,connaraceae,connarus,femaginens,species,1
2753,connaraceae,connarus,griffonianus,species,1
2754,connaraceae,connarus,m1,genus,0
2755,connaraceae,connarus,m2,genus,0
2756,connaraceae,connarus,m3,genus,0
2757,connaraceae,connarus,panamensis,species,1
2758,connaraceae,connarus,pickeringii,species,1
2759,connaraceae,connarus,semidecandrus jack.,species,1
2760,connaraceae,connarus,venezuelensis,species,1
2761,connaraceae,erycibe,m1,genus,0
2762,connaraceae,hemandradenia,m1,genus,0
2763,connaraceae,jollydora,duparquetiana,species,1
2764,connaraceae,m1,m1,family,0
2765,connaraceae,m2,m1,family,0
2766,connaraceae,m3,m1,family,0
2767,connaraceae,m4,m1,family,0
2768,connaraceae,paxia,zenkeri,species,1
2769,connaraceae,pseudoconnarus,m1,genus,0
2770,connaraceae,pseudoconnarus,macrophyllus,species,1
2771,connaraceae,psuedoconnarus,m1,genus,0
2772,connaraceae,rourea,adenophora,species,1
2773,connaraceae,rourea,camptoneura,species,1
2774,connaraceae,rourea,cuspidata,species,1
2775,connaraceae,rourea,cuspidata var densiflora,species,1
2776,connaraceae,rourea,glabra,species,1
2777,connaraceae,rourea,krukovii,species,1
2778,connaraceae,rourea,m1,genus,0
2779,connaraceae,rourea,m2,genus,0
2780,connaraceae,rourea,mimosoides,species,1
2781,connaraceae,rourea,rugosa,species,1
2782,connaraceae,rourea,suerensis,species,1
2783,connaraceae,rourea,surinamensis,species,1
2784,connaraceae,roureopsis,emarginata,species,1
2785,convolvulaceae,argyreia,m1,genus,0
2786,convolvulaceae,bonamia,m1,genus,0
2787,convolvulaceae,bonamia,tricantha,species,1
2788,convolvulaceae,bonamia?,m1?,species,1
2789,convolvulaceae,calycobolus,africana,species,1
2790,convolvulaceae,convolv cf,m1,genus,0
2791,convolvulaceae,convolvulus,m1,genus,0
2792,convolvulaceae,dicranostyles,ampla,species,1
2793,convolvulaceae,dicranostyles,cf longifolia,species,1
2794,convolvulaceae,dicranostyles cf,m1,genus,0
2795,convolvulaceae,dicranostyles,m1,genus,0
2796,convolvulaceae,dicranostyles,scandens,species,1
2797,convolvulaceae,dicranostyles,sericea,species,1
2798,convolvulaceae,dipteropeltis,poranoides,species,1
2799,convolvulaceae,erycibe,borneensis,species,1
2800,convolvulaceae,erycibe,glomerata,species,1
2801,convolvulaceae,erycibe,henryi,species,1
2802,convolvulaceae,erycibe,m1,genus,0
2803,convolvulaceae,erycibe,subspicuta,species,1
2804,convolvulaceae,ipomea,m1,genus,0
2805,convolvulaceae,ipomea,phillomega,species,1
2806,convolvulaceae,ipomea,wolcottiana,species,1
2807,convolvulaceae,ipomea?,m1,genus,0
2808,convolvulaceae,ipomoa,orizabensis,species,1
2809,convolvulaceae,ipomoea,m1,genus,0
2810,convolvulaceae,ipomoea,orizabensis,species,1
2811,convolvulaceae,ipomoea,philomega,species,1
2812,convolvulaceae,ipomoea,phyllomega,species,1
2813,convolvulaceae,ipomoea,wolcotiana,species,1
2814,convolvulaceae,jacquemontia,ciliata,species,1
2815,convolvulaceae,jacquemontia,m,genus,0
2816,convolvulaceae,jacquemontia,m1,genus,0
2817,convolvulaceae,m,m1,family,0
2818,convolvulaceae,m1,m1,family,0
2819,convolvulaceae,m2,m1,family,0
2820,convolvulaceae,m3,m1,family,0
2821,convolvulaceae,maripa,axilliflora,species,1
2822,convolvulaceae,maripa,glabra,species,1
2823,convolvulaceae,maripa,m1,genus,0
2824,convolvulaceae,maripa,m2,genus,0
2825,convolvulaceae,maripa,nicaraguensis,species,1
2826,convolvulaceae,maripa,panamensis,species,1
2827,convolvulaceae,maripa,peruviana,species,1
2828,convolvulaceae,merremia,m1,genus,0
2829,convolvulaceae,merremia,peltata,species,1
2830,convolvulaceae,neuropeltis,acuminata,species,1
2831,convolvulaceae,turbina,abutiloides,species,1
2832,convolvulaceae,turbina,abutiluida,species,1
2833,convolvulaceae,turbinia,abutiloides,species,1
2834,convolvulaceae,turbinia,corymbosa,species,1
2835,coriariaceae,coriaria,ruscifolia,species,1
2836,coriariaceae,cornus,peruviana,species,1
2837,cornaceae,aucuba,japonica,species,1
2838,cornaceae,cornus,alternifolia,species,1
2839,cornaceae,cornus,disciflora,species,1
2840,cornaceae,cornus,drummondii,species,1
2841,cornaceae,cornus,florida,species,1
2842,cornaceae,cornus,foemina,species,1
2843,cornaceae,cornus,mas,species,1
2844,cornaceae,cornus,peruviana,species,1
2845,cornaceae,cornus,stolonifera,species,1
2846,cornaceae,mastixia,pentandra,species,1
2847,costaceae,costus,lima,species,1
2848,costaceae,costus,scaber,species,1
2849,crassulaceae,kalanchoe,beharensis,species,1
2850,crypteroniaceae,alzatea,m1,genus,0
2851,cucurbitaceae,adenopus,m1,genus,0
2852,cucurbitaceae,calycophysum,m1,genus,0
2853,cucurbitaceae,cayaponia,m1,genus,0
2854,cucurbitaceae,cayaponia,opthalmica,species,1
2855,cucurbitaceae,cyclanthera,m1,genus,0
2856,cucurbitaceae,fevillea,cf pegamentacea,species,1
2857,cucurbitaceae,fevillea,cordata,species,1
2858,cucurbitaceae,fevillea,cordifolia,species,1
2859,cucurbitaceae,fevillea,m1,genus,0
2860,cucurbitaceae,gurania,eggersii,species,1
2861,cucurbitaceae,gurania,m1,genus,0
2862,cucurbitaceae,gurania,mackoyana,species,1
2863,cucurbitaceae,gurania,macrantha,species,1
2864,cucurbitaceae,gurania,spinulosa,species,1
2865,cucurbitaceae,m1,m1,family,0
2866,cucurbitaceae,m2,m1,family,0
2867,cucurbitaceae,melothria,m1,genus,0
2868,cucurbitaceae,neoalsomitra,integrifolia,species,1
2869,cucurbitaceae,posadaea,m1,genus,0
2870,cucurbitaceae,pseudosicydium,acariianthem,species,1
2871,cucurbitaceae,psiguiria,m1,genus,0
2872,cucurbitaceae,selysia,cordata cf,species,1
2873,cucurbitaceae,selysia,m1,genus,0
2874,cucurbitaceae,selysia,prunifera,species,1
2875,cucurbitaceae,sicydium,m1,genus,0
2876,cucurbitaceae,siolmatra,m1,genus,0
2877,cucurbitaceae,xerosicyos,danguyi,species,1
2878,cucurbiteae,pseudosicydium,acariianthem,species,1
2879,cucurbiteae,pseudosicydium,acariieanthum,species,1
2880,cucurbiteae,selysia,prunifera,species,1
2881,cunoniaceae,acsmithia,m1,genus,0
2882,cunoniaceae,caldcluvia,paniculata,species,1
2883,cunoniaceae,ceratopetalum,sucirubrum,species,1
2884,cunoniaceae,codia,discolor,species,1
2885,cunoniaceae,cunonia,m1,genus,0
2886,cunoniaceae,geissois,racemosa,species,1
2887,cunoniaceae,lamanonia,m1,genus,0
2888,cunoniaceae,pancheria,m1,genus,0
2889,cunoniaceae,weinmannia,cf balbisiana,species,1
2890,cunoniaceae,weinmannia,cf pinnata,species,1
2891,cunoniaceae,weinmannia,chryseis,species,1
2892,cunoniaceae,weinmannia,fagaroides,species,1
2893,cunoniaceae,weinmannia,laurina,species,1
2894,cunoniaceae,weinmannia,m1,genus,0
2895,cunoniaceae,weinmannia,m2,genus,0
2896,cunoniaceae,weinmannia,m3,genus,0
2897,cunoniaceae,weinmannia,m4,genus,0
2898,cunoniaceae,weinmannia,m5,genus,0
2899,cunoniaceae,weinmannia,ovata,species,1
2900,cunoniaceae,weinmannia,pinnata,species,1
2901,cunoniaceae,weinmannia,rollottii,species,1
2902,cunoniaceae,weinmannia,sorbifolia,species,1
2903,cunoniaceae,weinmannia,tomentosa,species,1
2904,cunoniaceae,weinmannia,trichosperma,species,1
2905,cupressaceae,fitzroya,cupressoides,species,1
2906,cupressaceae,juniperus,ashei,species,1
2907,cupressaceae,juniperus,communis,species,1
2908,cupressaceae,juniperus,virginiana,species,1
2909,cyatheaceae,alsophila,cuspidata,species,1
2910,cyatheaceae,alsophila,erinacea,species,1
2911,cyatheaceae,alsophila,erinacea var erinacea,species,1
2912,cyatheaceae,alsophila,firma,species,1
2913,cyatheaceae,alsophila,m1,genus,0
2914,cyatheaceae,alsophila,sternbergii,species,1
2915,cyatheaceae,blechnum,ensiforme,species,1
2916,cyatheaceae,cyathea,aff caracasana,species,1
2917,cyatheaceae,cyathea,alata,species,1
2918,cyatheaceae,cyathea,andina,species,1
2919,cyatheaceae,cyathea,aquilina,species,1
2920,cyatheaceae,cyathea,arborea,species,1
2921,cyatheaceae,cyathea,atrovirens,species,1
2922,cyatheaceae,cyathea,bipinnatifida,species,1
2923,cyatheaceae,cyathea,caracasana,species,1
2924,cyatheaceae,cyathea,caracasana ssp. boliviensis,species,1
2925,cyatheaceae,cyathea,caracasana var boliviensis,species,1
2926,cyatheaceae,cyathea,caracasana var. caracasana,species,1
2927,cyatheaceae,cyathea,caricasana,species,1
2928,cyatheaceae,cyathea,cf caracasana,species,1
2929,cyatheaceae,cyathea,conjugata,species,1
2930,cyatheaceae,cyathea,delgadii,species,1
2931,cyatheaceae,cyathea,dichromatolepis,species,1
2932,cyatheaceae,cyathea,divergens,species,1
2933,cyatheaceae,cyathea,lasiosora,species,1
2934,cyatheaceae,cyathea,lechleri,species,1
2935,cyatheaceae,cyathea,m1,genus,0
2936,cyatheaceae,cyathea,m2,genus,0
2937,cyatheaceae,cyathea,m2?,species,1
2938,cyatheaceae,cyathea,m3,genus,0
2939,cyatheaceae,cyathea,m4,genus,0
2940,cyatheaceae,cyathea,m5,genus,0
2941,cyatheaceae,cyathea,m6,genus,0
2942,cyatheaceae,cyathea,m7,genus,0
2943,cyatheaceae,cyathea,m8,genus,0
2944,cyatheaceae,cyathea,multiflora,species,1
2945,cyatheaceae,cyathea,multiflora cf,species,1
2946,cyatheaceae,cyathea,nigripes,species,1
2947,cyatheaceae,cyathea,palescens,species,1
2948,cyatheaceae,cyathea,pallescens,species,1
2949,cyatheaceae,cyathea,pauciflora,species,1
2950,cyatheaceae,cyathea,phalerata,species,1
2951,cyatheaceae,cyathea,pilosissima,species,1
2952,cyatheaceae,cyathea,pilosissima aff,species,1
