count_id,line,species_id,site_code,liana,count
14263,2,8985,ANTADO,,1.0
14264,6,8985,ANTADO,,1.0
14265,1,8986,ANTADO,,1.0
14266,6,8986,ANTADO,,1.0
14267,10,8986,ANTADO,,1.0
14268,6,8987,ANTADO,,1.0
14269,10,8987,ANTADO,,1.0
14270,4,8998,ANTADO,,1.0
14271,2,9130,ANTADO,l,1.0
14272,9,9147,ANTADO,l,1.0
14273,8,9290,ANTADO,,1.0
14274,5,9327,ANTADO,,1.0
14275,9,9327,ANTADO,,1.0
14276,1,9340,ANTADO,,1.0
14277,7,9348,ANTADO,,2.0
14278,5,9676,ANTADO,,1.0
14279,7,9705,ANTADO,l,1.0
14280,10,9706,ANTADO,l,1.0
14281,5,9783,ANTADO,,1.0
14282,9,152,ARARACUA,,1.0
14283,10,152,ARARACUA,,1.0
14284,2,254,ARARACUA,,1.0
14285,10,254,ARARACUA,,2.0
14286,9,255,ARARACUA,,1.0
14287,1,260,ARARACUA,,1.0
14288,5,260,ARARACUA,,1.0
14289,5,302,ARARACUA,,1.0
14290,9,302,ARARACUA,,1.0
14291,4,319,ARARACUA,,1.0
14292,5,319,ARARACUA,,1.0
14293,4,322,ARARACUA,,1.0
14294,10,322,ARARACUA,,1.0
14295,8,323,ARARACUA,,1.0
14296,10,324,ARARACUA,,1.0
14297,2,350,ARARACUA,,1.0
14298,5,350,ARARACUA,,1.0
14299,8,409,ARARACUA,,1.0
14300,1,415,ARARACUA,,1.0
14301,4,454,ARARACUA,,1.0
14302,5,455,ARARACUA,,1.0
14303,3,517,ARARACUA,,1.0
14304,6,518,ARARACUA,,1.0
14305,8,518,ARARACUA,,1.0
14306,7,519,ARARACUA,,2.0
14307,2,557,ARARACUA,l,1.0
14308,10,579,ARARACUA,,1.0
14309,4,859,ARARACUA,,1.0
14310,2,936,ARARACUA,,2.0
14311,3,936,ARARACUA,,2.0
14312,4,936,ARARACUA,,3.0
14313,5,936,ARARACUA,,2.0
14314,6,936,ARARACUA,,1.0
14315,8,936,ARARACUA,,3.0
14316,10,936,ARARACUA,,1.0
14317,4,960,ARARACUA,,1.0
14318,6,960,ARARACUA,,1.0
14319,6,961,ARARACUA,,1.0
14320,1,1069,ARARACUA,,3.0
14321,2,1069,ARARACUA,,2.0
14322,5,1069,ARARACUA,,1.0
14323,6,1069,ARARACUA,,2.0
14324,7,1069,ARARACUA,,1.0
14325,9,1069,ARARACUA,,1.0
14326,10,1069,ARARACUA,,1.0
14327,5,1156,ARARACUA,,1.0
14328,7,1376,ARARACUA,l,1.0
14329,4,1436,ARARACUA,l,1.0
14330,5,1436,ARARACUA,l,1.0
14331,10,1436,ARARACUA,l,1.0
14332,1,1439,ARARACUA,l,2.0
14333,7,1439,ARARACUA,l,1.0
14334,5,1514,ARARACUA,,1.0
14335,7,1514,ARARACUA,,2.0
14336,1,1550,ARARACUA,,1.0
14337,4,1612,ARARACUA,l,1.0
14338,8,1702,ARARACUA,,1.0
14339,2,1705,ARARACUA,,1.0
14340,3,1733,ARARACUA,,1.0
14341,1,1842,ARARACUA,,1.0
14342,7,1862,ARARACUA,,1.0
14343,2,1911,ARARACUA,,1.0
14344,10,1912,ARARACUA,,1.0
14345,10,1913,ARARACUA,,1.0
14346,7,1914,ARARACUA,,1.0
14347,9,1915,ARARACUA,,1.0
14348,3,1918,ARARACUA,,1.0
14349,4,1918,ARARACUA,,1.0
14350,5,1919,ARARACUA,,1.0
14351,5,1920,ARARACUA,,1.0
14352,6,1920,ARARACUA,,1.0
14353,8,1920,ARARACUA,,1.0
14354,10,1920,ARARACUA,,1.0
14355,7,1921,ARARACUA,,1.0
14356,9,1921,ARARACUA,,1.0
14357,7,1922,ARARACUA,,1.0
14358,8,1923,ARARACUA,,1.0
14359,9,1924,ARARACUA,,1.0
14360,9,1969,ARARACUA,,1.0
14361,1,2112,ARARACUA,,1.0
14362,3,2114,ARARACUA,,1.0
14363,8,2134,ARARACUA,l,1.0
14364,4,2150,ARARACUA,,1.0
14365,5,2175,ARARACUA,,1.0
14366,6,2175,ARARACUA,,1.0
14367,1,2205,ARARACUA,l,1.0
14368,2,2205,ARARACUA,l,1.0
14369,6,2205,ARARACUA,l,1.0
14370,4,2206,ARARACUA,l,1.0
14371,5,2249,ARARACUA,l,1.0
14372,6,2250,ARARACUA,l,1.0
14373,3,2304,ARARACUA,,1.0
14374,4,2305,ARARACUA,l,1.0
14375,8,2306,ARARACUA,,1.0
14376,2,2385,ARARACUA,,1.0
14377,1,2393,ARARACUA,,1.0
14378,2,2393,ARARACUA,,1.0
14379,3,2393,ARARACUA,,2.0
14380,5,2393,ARARACUA,,2.0
14381,7,2393,ARARACUA,,1.0
14382,9,2393,ARARACUA,,1.0
14383,8,2395,ARARACUA,,1.0
14384,10,2396,ARARACUA,,1.0
14385,2,2406,ARARACUA,,1.0
14386,1,2433,ARARACUA,,2.0
14387,8,2433,ARARACUA,,1.0
14388,2,2434,ARARACUA,,1.0
14389,4,2434,ARARACUA,,1.0
14390,10,2434,ARARACUA,,1.0
14391,5,2435,ARARACUA,,1.0
14392,7,2436,ARARACUA,,1.0
14393,8,2436,ARARACUA,,1.0
14394,10,2437,ARARACUA,,1.0
14395,3,2507,ARARACUA,,1.0
14396,3,2532,ARARACUA,l,1.0
14397,5,2533,ARARACUA,l,1.0
14398,10,2534,ARARACUA,,1.0
14399,6,2646,ARARACUA,,1.0
14400,8,2646,ARARACUA,,1.0
14401,10,2659,ARARACUA,,1.0
14402,8,2681,ARARACUA,,1.0
14403,1,2719,ARARACUA,,1.0
14404,2,2764,ARARACUA,l,1.0
14405,9,2765,ARARACUA,l,2.0
14406,2,2766,ARARACUA,l,1.0
14407,4,2778,ARARACUA,l,1.0
14408,2,2818,ARARACUA,l,1.0
14409,2,2819,ARARACUA,l,1.0
14410,10,2820,ARARACUA,l,1.0
14411,8,2823,ARARACUA,l,1.0
14412,10,2935,ARARACUA,,1.0
14413,7,3049,ARARACUA,,1.0
14414,1,3076,ARARACUA,l,1.0
14415,3,3089,ARARACUA,l,1.0
14416,7,3089,ARARACUA,l,1.0
14417,3,3275,ARARACUA,,1.0
14418,3,3276,ARARACUA,,1.0
14419,6,3277,ARARACUA,,1.0
14420,8,3278,ARARACUA,,1.0
14421,5,3530,ARARACUA,,2.0
14422,7,3630,ARARACUA,,1.0
14423,2,3671,ARARACUA,l,1.0
14424,5,3672,ARARACUA,,1.0
14425,8,3672,ARARACUA,,1.0
14426,3,3725,ARARACUA,,1.0
14427,4,3728,ARARACUA,,1.0
14428,7,3728,ARARACUA,,3.0
14429,9,3728,ARARACUA,,1.0
14430,4,3805,ARARACUA,,1.0
14431,10,3806,ARARACUA,,1.0
14432,5,3847,ARARACUA,l,1.0
14433,10,3936,ARARACUA,l,1.0
14434,2,3942,ARARACUA,l,1.0
14435,4,3942,ARARACUA,l,1.0
14436,5,3942,ARARACUA,l,1.0
14437,7,3942,ARARACUA,l,1.0
14438,4,3946,ARARACUA,,1.0
14439,6,3946,ARARACUA,,1.0
14440,1,4011,ARARACUA,,10.0
14441,2,4011,ARARACUA,,3.0
14442,3,4011,ARARACUA,,4.0
14443,4,4011,ARARACUA,,1.0
14444,5,4011,ARARACUA,,4.0
14445,6,4011,ARARACUA,,2.0
14446,7,4011,ARARACUA,,7.0
14447,8,4011,ARARACUA,,2.0
14448,9,4011,ARARACUA,,1.0
14449,10,4011,ARARACUA,,1.0
14450,4,4012,ARARACUA,,1.0
14451,7,4012,ARARACUA,,1.0
14452,9,4012,ARARACUA,,4.0
14453,3,4027,ARARACUA,,1.0
14454,1,4043,ARARACUA,l,1.0
14455,3,4043,ARARACUA,l,1.0
14456,4,4100,ARARACUA,,1.0
14457,5,4166,ARARACUA,,1.0
14458,4,4224,ARARACUA,,1.0
14459,5,4228,ARARACUA,,1.0
14460,8,4229,ARARACUA,,1.0
14461,8,4230,ARARACUA,,1.0
14462,1,4322,ARARACUA,,1.0
14463,4,4322,ARARACUA,,1.0
14464,1,4323,ARARACUA,l,1.0
14465,4,4323,ARARACUA,l,1.0
14466,10,4323,ARARACUA,l,1.0
14467,3,4324,ARARACUA,l,1.0
14468,7,4324,ARARACUA,l,1.0
14469,4,4326,ARARACUA,l,1.0
14470,4,4326,ARARACUA,,1.0
14471,5,4326,ARARACUA,,1.0
14472,9,4326,ARARACUA,,2.0
14473,6,4327,ARARACUA,,1.0
14474,9,4328,ARARACUA,,1.0
14475,1,4356,ARARACUA,l,1.0
14476,2,4357,ARARACUA,l,1.0
14477,7,4358,ARARACUA,l,2.0
14478,1,4429,ARARACUA,,1.0
14479,8,4452,ARARACUA,,1.0
14480,3,4488,ARARACUA,,1.0
14481,1,4492,ARARACUA,,1.0
14482,7,4505,ARARACUA,,1.0
14483,3,4560,ARARACUA,,1.0
14484,4,4561,ARARACUA,,1.0
14485,10,4562,ARARACUA,,1.0
14486,2,4563,ARARACUA,,1.0
14487,2,4593,ARARACUA,,1.0
14488,7,4593,ARARACUA,,1.0
14489,1,4601,ARARACUA,,2.0
14490,1,4602,ARARACUA,,1.0
14491,1,4619,ARARACUA,,1.0
14492,5,4619,ARARACUA,,1.0
14493,9,4619,ARARACUA,,1.0
14494,3,4638,ARARACUA,,1.0
14495,5,4638,ARARACUA,,1.0
14496,9,4821,ARARACUA,,1.0
14497,1,4839,ARARACUA,,1.0
14498,6,4854,ARARACUA,,1.0
14499,5,4944,ARARACUA,,1.0
14500,9,4944,ARARACUA,,1.0
14501,7,4950,ARARACUA,,1.0
14502,10,4951,ARARACUA,,1.0
14503,3,5133,ARARACUA,,1.0
14504,3,5241,ARARACUA,,1.0
14505,6,5242,ARARACUA,,1.0
14506,9,5242,ARARACUA,,1.0
14507,1,5282,ARARACUA,,1.0
14508,3,5293,ARARACUA,,1.0
14509,7,5294,ARARACUA,,1.0
14510,7,5295,ARARACUA,,1.0
14511,9,5296,ARARACUA,,1.0
14512,10,5297,ARARACUA,,1.0
14513,3,5356,ARARACUA,,1.0
14514,7,5356,ARARACUA,,1.0
14515,10,5356,ARARACUA,,1.0
14516,3,5375,ARARACUA,,1.0
14517,10,5376,ARARACUA,,1.0
14518,9,5458,ARARACUA,,1.0
14519,10,5458,ARARACUA,,1.0
14520,10,5463,ARARACUA,,1.0
14521,5,5479,ARARACUA,,1.0
14522,1,5488,ARARACUA,,1.0
14523,3,5488,ARARACUA,,1.0
14524,10,5488,ARARACUA,,1.0
14525,4,5490,ARARACUA,,1.0
14526,7,5490,ARARACUA,,1.0
14527,8,5490,ARARACUA,,1.0
14528,6,5491,ARARACUA,,1.0
14529,6,5492,ARARACUA,,1.0
14530,10,5492,ARARACUA,,1.0
14531,8,5493,ARARACUA,,1.0
14532,8,5494,ARARACUA,,1.0
14533,10,5495,ARARACUA,,1.0
14534,2,5502,ARARACUA,,1.0
14535,2,5511,ARARACUA,,1.0
14536,1,5526,ARARACUA,,1.0
14537,1,5579,ARARACUA,l,2.0
14538,,5580,ARARACUA,l,2.0
14539,,5581,ARARACUA,l,1.0
14540,,5582,ARARACUA,l,1.0
14541,1,5712,ARARACUA,l,1.0
14542,3,5712,ARARACUA,l,1.0
14543,5,5713,ARARACUA,l,1.0
14544,10,5917,ARARACUA,,1.0
14545,3,5926,ARARACUA,,1.0
14546,6,5927,ARARACUA,,1.0
14547,9,5928,ARARACUA,,1.0
14548,10,5929,ARARACUA,,1.0
14549,5,5966,ARARACUA,,1.0
14550,2,6082,ARARACUA,,1.0
14551,5,6082,ARARACUA,,1.0
14552,5,6086,ARARACUA,,1.0
14553,6,6086,ARARACUA,,1.0
14554,8,6086,ARARACUA,,1.0
14555,8,6090,ARARACUA,,1.0
14556,8,6103,ARARACUA,,1.0
14557,3,6107,ARARACUA,,1.0
14558,1,6175,ARARACUA,,1.0
14559,3,6176,ARARACUA,,1.0
14560,2,6182,ARARACUA,,1.0
14561,1,6202,ARARACUA,,1.0
14562,4,6202,ARARACUA,,1.0
14563,4,6235,ARARACUA,,1.0
14564,9,6276,ARARACUA,l,1.0
14565,1,6293,ARARACUA,l,1.0
14566,2,6293,ARARACUA,l,1.0
14567,4,6364,ARARACUA,,1.0
14568,5,6365,ARARACUA,,1.0
14569,8,6365,ARARACUA,,1.0
14570,5,6366,ARARACUA,,1.0
14571,10,6367,ARARACUA,,1.0
14572,5,6407,ARARACUA,,1.0
14573,3,6408,ARARACUA,,1.0
14574,6,6408,ARARACUA,,1.0
14575,5,6414,ARARACUA,,2.0
14576,6,6414,ARARACUA,,1.0
14577,5,6477,ARARACUA,l,1.0
14578,8,6538,ARARACUA,,1.0
14579,2,6567,ARARACUA,,1.0
14580,5,6581,ARARACUA,,1.0
14581,3,6604,ARARACUA,,2.0
14582,5,6702,ARARACUA,,1.0
14583,2,6703,ARARACUA,,1.0
14584,7,6702,ARARACUA,,1.0
14585,0,6752,ARARACUA,,1.0
14586,6,6823,ARARACUA,,1.0
14587,5,6825,ARARACUA,,1.0
14588,10,6825,ARARACUA,,1.0
14589,6,6828,ARARACUA,,1.0
14590,1,6843,ARARACUA,,1.0
14591,5,6844,ARARACUA,,1.0
14592,9,6845,ARARACUA,,1.0
14593,2,6962,ARARACUA,,1.0
14594,2,7012,ARARACUA,,1.0
14595,1,7113,ARARACUA,,1.0
14596,4,7124,ARARACUA,,1.0
14597,5,7129,ARARACUA,,1.0
14598,8,7130,ARARACUA,,1.0
14599,10,7131,ARARACUA,,1.0
14600,1,7155,ARARACUA,,1.0
14601,1,7155,ARARACUA,,1.0
14602,1,7179,ARARACUA,,2.0
14603,5,7249,ARARACUA,,1.0
14604,9,7249,ARARACUA,,1.0
14605,10,7249,ARARACUA,,1.0
14606,8,7250,ARARACUA,,1.0
14607,10,7251,ARARACUA,,1.0
14608,1,7262,ARARACUA,,1.0
14609,4,7262,ARARACUA,,1.0
14610,0,7263,ARARACUA,,1.0
14611,5,7263,ARARACUA,,1.0
14612,7,7263,ARARACUA,,1.0
14613,2,7334,ARARACUA,,1.0
14614,8,7334,ARARACUA,,1.0
14615,1,7341,ARARACUA,,1.0
14616,3,7342,ARARACUA,,1.0
14617,5,7452,ARARACUA,,1.0
14618,1,7472,ARARACUA,l,1.0
14619,3,7654,ARARACUA,l,1.0
14620,9,7655,ARARACUA,,1.0
14621,5,7745,ARARACUA,,2.0
14622,1,7756,ARARACUA,l,1.0
14623,2,7756,ARARACUA,l,6.0
14624,5,7756,ARARACUA,l,2.0
14625,6,7756,ARARACUA,l,1.0
14626,7,7756,ARARACUA,l,1.0
14627,8,7756,ARARACUA,l,2.0
14628,10,7756,ARARACUA,l,1.0
14629,2,7768,ARARACUA,l,1.0
14630,4,7778,ARARACUA,,1.0
14631,9,7778,ARARACUA,,1.0
14632,5,7873,ARARACUA,,1.0
14633,7,8012,ARARACUA,,3.0
14634,6,8332,ARARACUA,,1.0
14635,5,8360,ARARACUA,,1.0
14636,10,8522,ARARACUA,,1.0
14637,1,8595,ARARACUA,,1.0
14638,9,8656,ARARACUA,,1.0
14639,2,8719,ARARACUA,l,1.0
14640,8,8719,ARARACUA,l,1.0
14641,5,8721,ARARACUA,l,1.0
14642,7,8721,ARARACUA,l,1.0
14643,8,8722,ARARACUA,l,1.0
14644,1,8789,ARARACUA,,1.0
14645,6,8789,ARARACUA,,1.0
14646,6,8878,ARARACUA,,2.0
14647,10,8879,ARARACUA,,2.0
14648,4,8899,ARARACUA,,1.0
14649,5,8900,ARARACUA,,1.0
14650,1,8917,ARARACUA,,1.0
14651,8,9061,ARARACUA,,1.0
14652,6,9263,ARARACUA,,1.0
14653,4,9282,ARARACUA,,1.0
14654,8,9367,ARARACUA,,1.0
14655,5,9535,ARARACUA,,1.0
14656,4,9676,ARARACUA,,1.0
14657,5,9676,ARARACUA,,4.0
14658,6,9676,ARARACUA,,2.0
14659,7,9676,ARARACUA,,3.0
14660,8,9676,ARARACUA,,2.0
14661,10,9676,ARARACUA,,1.0
14662,2,9705,ARARACUA,l,1.0
14663,1,9741,ARARACUA,,1.0
14664,5,9742,ARARACUA,,1.0
14665,2,9754,ARARACUA,,1.0
14666,2,454,ARCATING,,1.0
14667,3,454,ARCATING,,1.0
14668,4,454,ARCATING,,2.0
14669,1,598,ARCATING,,2.0
14670,2,598,ARCATING,,1.0
14671,3,598,ARCATING,,7.0
14672,4,598,ARCATING,,12.0
14673,1,599,ARCATING,,3.0
14674,2,599,ARCATING,,1.0
14675,4,599,ARCATING,,3.0
14676,1,624,ARCATING,,2.0
14677,2,624,ARCATING,,7.0
14678,3,624,ARCATING,,3.0
14679,1,859,ARCATING,,2.0
14680,1,902,ARCATING,,1.0
14681,3,902,ARCATING,,2.0
14682,4,902,ARCATING,,3.0
14683,2,960,ARCATING,,1.0
14684,3,960,ARCATING,,1.0
14685,1,1024,ARCATING,,3.0
14686,2,1024,ARCATING,,7.0
14687,3,1024,ARCATING,,2.0
14688,4,1024,ARCATING,,3.0
14689,1,1085,ARCATING,,1.0
14690,2,1085,ARCATING,,3.0
14691,4,1085,ARCATING,,1.0
14692,1,1700,ARCATING,,6.0
14693,4,1701,ARCATING,,1.0
14694,3,1711,ARCATING,,1.0
14695,4,1711,ARCATING,,2.0
14696,4,1860,ARCATING,,1.0
14697,2,1911,ARCATING,,1.0
14698,3,1911,ARCATING,,1.0
14699,2,2177,ARCATING,,1.0
14700,1,2432,ARCATING,,1.0
14701,1,2433,ARCATING,,3.0
14702,2,2452,ARCATING,,2.0
14703,2,2434,ARCATING,,2.0
14704,2,2423,ARCATING,,3.0
14705,3,2431,ARCATING,,6.0
14706,1,2491,ARCATING,,1.0
14707,2,2491,ARCATING,,2.0
14708,1,2533,ARCATING,,2.0
14709,1,2532,ARCATING,,1.0
14710,2,2532,ARCATING,,1.0
14711,3,2532,ARCATING,,6.0
14712,3,2533,ARCATING,l,2.0
14713,4,2534,ARCATING,,8.0
14714,4,2533,ARCATING,,1.0
14715,4,2532,ARCATING,,1.0
14716,3,2606,ARCATING,,2.0
14717,1,2639,ARCATING,,1.0
14718,2,2639,ARCATING,,4.0
14719,1,3275,ARCATING,,1.0
14720,1,3631,ARCATING,,4.0
14721,1,3630,ARCATING,,1.0
14722,2,3630,ARCATING,,3.0
14723,2,3631,ARCATING,,1.0
14724,3,3631,ARCATING,,1.0
14725,4,3630,ARCATING,,1.0
14726,4,3631,ARCATING,,1.0
14727,1,3656,ARCATING,,4.0
14728,1,3671,ARCATING,,1.0
14729,4,4085,ARCATING,,4.0
14730,1,4383,ARCATING,,1.0
14731,1,4382,ARCATING,,1.0
14732,2,4383,ARCATING,,3.0
14733,2,4382,ARCATING,,1.0
14734,4,4382,ARCATING,,1.0
14735,1,4452,ARCATING,,1.0
14736,2,4581,ARCATING,,1.0
14737,4,4581,ARCATING,,1.0
14738,1,4798,ARCATING,,3.0
14739,1,4944,ARCATING,,1.0
14740,3,4944,ARCATING,,3.0
14741,4,4944,ARCATING,,7.0
14742,1,4945,ARCATING,,1.0
14743,4,4945,ARCATING,,3.0
14744,4,4945,ARCATING,,1.0
14745,3,5051,ARCATING,,4.0
14746,4,5051,ARCATING,,3.0
14747,1,5282,ARCATING,,2.0
14748,3,5282,ARCATING,,1.0
14749,2,5293,ARCATING,,1.0
14750,2,5294,ARCATING,,1.0
14751,3,5294,ARCATING,,1.0
14752,1,5337,ARCATING,,1.0
14753,3,5412,ARCATING,,1.0
14754,2,5704,ARCATING,l,1.0
14755,3,5845,ARCATING,,1.0
14756,4,5845,ARCATING,,3.0
14757,2,5984,ARCATING,,1.0
14758,2,6843,ARCATING,,1.0
14759,1,7138,ARCATING,,5.0
14760,1,7308,ARCATING,,2.0
14761,2,7308,ARCATING,,6.0
14762,4,7308,ARCATING,,1.0
14763,1,8082,ARCATING,,1.0
14764,2,8082,ARCATING,,1.0
14765,4,8082,ARCATING,,1.0
14766,1,8137,ARCATING,,1.0
14767,2,8137,ARCATING,,1.0
14768,4,8137,ARCATING,,6.0
14769,2,8177,ARCATING,,1.0
14770,3,8177,ARCATING,,2.0
14771,1,8878,ARCATING,,2.0
14772,1,8879,ARCATING,,7.0
14773,2,8879,ARCATING,,3.0
14774,2,8880,ARCATING,,2.0
14775,2,8880,ARCATING,,2.0
14776,2,8881,ARCATING,,2.0
14777,3,8881,ARCATING,,6.0
14778,4,8881,ARCATING,,6.0
14779,3,8882,ARCATING,,4.0
14780,1,8883,ARCATING,,1.0
14781,2,8883,ARCATING,,1.0
14782,1,8899,ARCATING,,1.0
14783,2,8899,ARCATING,,2.0
14784,2,9071,ARCATING,,1.0
14785,3,9318,ARCATING,,1.0
14786,3,9336,ARCATING,,5.0
14787,4,9336,ARCATING,,3.0
14788,4,255,BELEM,,1.0
14789,5,255,BELEM,,1.0
14790,1,262,BELEM,,1.0
14791,2,262,BELEM,,1.0
14792,5,262,BELEM,,1.0
14793,7,262,BELEM,,1.0
14794,8,262,BELEM,,2.0
14795,9,262,BELEM,,1.0
14796,1,283,BELEM,,1.0
14797,2,283,BELEM,,1.0
14798,3,283,BELEM,,2.0
14799,4,283,BELEM,,1.0
14800,7,283,BELEM,,1.0
14801,4,415,BELEM,,1.0
14802,2,517,BELEM,,1.0
14803,8,518,BELEM,,1.0
14804,2,628,BELEM,l,1.0
14805,4,628,BELEM,l,1.0
14806,10,936,BELEM,,1.0
14807,4,948,BELEM,,1.0
14808,8,948,BELEM,,3.0
14809,9,1087,BELEM,,1.0
14810,2,1157,BELEM,,1.0
14811,4,1157,BELEM,,1.0
14812,6,1157,BELEM,,1.0
14813,8,1157,BELEM,,2.0
14814,9,1157,BELEM,,2.0
14815,10,1157,BELEM,,1.0
14816,10,1415,BELEM,l,1.0
14817,2,1454,BELEM,l,1.0
14818,1,1484,BELEM,l,1.0
14819,10,1484,BELEM,l,2.0
14820,3,1510,BELEM,l,2.0
14821,1,1519,BELEM,l,1.0
14822,3,1519,BELEM,l,1.0
14823,4,1519,BELEM,l,1.0
14824,5,1519,BELEM,l,1.0
14825,8,1519,BELEM,l,1.0
14826,10,1558,BELEM,l,1.0
14827,6,1606,BELEM,l,1.0
14828,2,1900,BELEM,,1.0
14829,2,1900,BELEM,,1.0
14830,4,1900,BELEM,,4.0
14831,5,1900,BELEM,,1.0
14832,6,1900,BELEM,,1.0
14833,10,1911,BELEM,,1.0
14834,3,1933,BELEM,,2.0
14835,7,1933,BELEM,,1.0
14836,9,1933,BELEM,,1.0
14837,2,1937,BELEM,,1.0
14838,4,1937,BELEM,,1.0
14839,7,1937,BELEM,,1.0
14840,8,1937,BELEM,,2.0
14841,10,1937,BELEM,,1.0
14842,9,1942,BELEM,,1.0
14843,10,1942,BELEM,,1.0
14844,2,1949,BELEM,,1.0
14845,1,1954,BELEM,,2.0
14846,2,1954,BELEM,,2.0
14847,4,1954,BELEM,,2.0
14848,5,1954,BELEM,,2.0
14849,3,1971,BELEM,,1.0
14850,7,1971,BELEM,,1.0
14851,8,1971,BELEM,,1.0
14852,10,1971,BELEM,,1.0
14853,5,2100,BELEM,,1.0
14854,3,2165,BELEM,,1.0
14855,7,2165,BELEM,,1.0
14856,10,2165,BELEM,,1.0
14857,2,2166,BELEM,,1.0
14858,5,2166,BELEM,,1.0
14859,5,2304,BELEM,l,1.0
14860,3,2374,BELEM,,1.0
14861,5,2374,BELEM,,1.0
14862,2,2388,BELEM,,2.0
14863,5,2388,BELEM,,1.0
14864,9,2393,BELEM,,1.0
14865,6,2398,BELEM,,1.0
14866,3,2430,BELEM,,1.0
14867,9,2443,BELEM,,1.0
14868,1,2444,BELEM,,1.0
14869,8,2532,BELEM,h,1.0
14870,2,2634,BELEM,,1.0
14871,7,2638,BELEM,,1.0
14872,9,2638,BELEM,,1.0
14873,10,2638,BELEM,,1.0
14874,2,2646,BELEM,,3.0
14875,6,2646,BELEM,,1.0
14876,7,2646,BELEM,,1.0
14877,8,2646,BELEM,,1.0
14878,10,2646,BELEM,,2.0
14879,7,2742,BELEM,l,1.0
14880,10,2764,BELEM,l,1.0
14881,9,2778,BELEM,l,1.0
14882,9,2818,BELEM,l,1.0
14883,1,2823,BELEM,l,1.0
14884,9,2823,BELEM,l,1.0
14885,8,2986,BELEM,h,1.0
14886,4,3052,BELEM,,1.0
14887,1,3077,BELEM,l,1.0
14888,9,3806,BELEM,,1.0
14889,5,3942,BELEM,l,1.0
14890,6,3942,BELEM,l,2.0
14891,8,3942,BELEM,l,1.0
14892,9,3942,BELEM,l,1.0
14893,2,4073,BELEM,,1.0
14894,9,4089,BELEM,l,1.0
14895,8,4165,BELEM,,1.0
14896,4,4187,BELEM,,3.0
14897,10,4187,BELEM,,1.0
14898,2,4190,BELEM,,1.0
14899,5,4224,BELEM,,1.0
14900,1,4261,BELEM,,1.0
14901,3,4261,BELEM,,1.0
14902,6,4261,BELEM,,1.0
14903,6,4270,BELEM,,1.0
14904,4,4356,BELEM,l,2.0
14905,10,4360,BELEM,l,1.0
14906,9,4450,BELEM,,1.0
14907,4,4451,BELEM,,1.0
14908,8,4497,BELEM,,1.0
14909,6,4503,BELEM,,2.0
14910,8,4503,BELEM,,3.0
14911,10,4503,BELEM,,1.0
14912,10,4503,BELEM,,1.0
14913,5,4536,BELEM,,1.0
14914,9,4610,BELEM,,1.0
14915,6,4618,BELEM,,1.0
14916,10,4619,BELEM,,2.0
14917,2,4644,BELEM,,1.0
14918,3,4644,BELEM,,4.0
14919,6,4644,BELEM,,1.0
14920,7,4644,BELEM,,1.0
14921,9,4644,BELEM,,1.0
14922,5,4841,BELEM,,1.0
14923,3,4947,BELEM,,1.0
14924,6,4947,BELEM,,1.0
14925,7,4947,BELEM,,1.0
14926,2,4984,BELEM,,1.0
14927,3,4984,BELEM,,1.0
14928,6,4984,BELEM,,1.0
14929,8,4984,BELEM,,2.0
14930,9,4984,BELEM,,2.0
14931,7,4990,BELEM,,2.0
14932,4,5025,BELEM,,1.0
14933,6,5025,BELEM,,1.0
14934,2,5051,BELEM,,1.0
14935,10,5101,BELEM,,1.0
14936,10,5239,BELEM,,1.0
14937,5,5282,BELEM,,1.0
14938,8,5293,BELEM,,1.0
14939,10,5294,BELEM,,1.0
14940,9,5359,BELEM,,2.0
14941,1,5404,BELEM,,2.0
14942,2,5404,BELEM,,1.0
14943,4,5404,BELEM,,1.0
14944,7,5471,BELEM,,1.0
14945,1,5480,BELEM,,4.0
14946,2,5480,BELEM,,1.0
14947,3,5480,BELEM,,5.0
14948,4,5480,BELEM,,2.0
14949,5,5480,BELEM,,4.0
14950,6,5480,BELEM,,3.0
14951,7,5480,BELEM,,3.0
14952,8,5480,BELEM,,1.0
14953,1,5535,BELEM,,1.0
14954,2,5535,BELEM,,1.0
14955,3,5535,BELEM,,1.0
14956,4,5535,BELEM,,3.0
14957,5,5535,BELEM,,3.0
14958,7,5535,BELEM,,1.0
14959,8,5535,BELEM,,1.0
14960,9,5535,BELEM,,2.0
14961,3,5626,BELEM,l,1.0
14962,10,5627,BELEM,l,1.0
14963,8,5943,BELEM,,1.0
14964,8,5966,BELEM,,1.0
14965,8,6182,BELEM,,1.0
14966,9,6182,BELEM,,1.0
14967,6,6195,BELEM,,1.0
14968,1,6197,BELEM,,1.0
14969,4,6222,BELEM,l,1.0
14970,5,6226,BELEM,l,1.0
14971,10,6226,BELEM,l,1.0
14972,8,6342,BELEM,,1.0
14973,6,6354,BELEM,,1.0
14974,10,6541,BELEM,,1.0
14975,6,6544,BELEM,,1.0
14976,9,6752,BELEM,,1.0
14977,2,6759,BELEM,,1.0
14978,4,6759,BELEM,,2.0
14979,8,6759,BELEM,,1.0
14980,5,6801,BELEM,,1.0
14981,9,6991,BELEM,,1.0
14982,3,7001,BELEM,,1.0
14983,7,7001,BELEM,,1.0
14984,8,7001,BELEM,,1.0
14985,10,7038,BELEM,,1.0
14986,8,7159,BELEM,,1.0
